"id","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","DR1","DR2","DR3","DR4","DR5","DR6","DR7","DR8"
578,"Y","medium",446,"Y","medium",105,"X","high",164,"Z","medium",156,"X","low",448,"Z","high",193,"Z","low",482,"","","","","24-06-2024","17:43:00","18:35:00","24-06-2024 18:34","Cnn Montana Nonprofit","Niger State Television","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. But I think the premise of your question is not accurately describing my apparent recollection or understanding of it at the time because I would not have said, ÔÔWho signed thisÕÕ if it was aÑif I thought it was a draft, and my email says, ÔÔWho signed this.ÕÕ",1.51423540881135,0.317700088985671,-1.445340988854,1.09406685081347,1.81449571125368,-0.0155873078245033,-1.13304062586406,-0.483436100708384
579,"Y","low",323,"X","low",360,"Y","low",324,"Z","low",408,"Y","medium",414,"X","medium",99,"X","high",259,"","","","","12-08-2024","06:08:00","07:42:00","12-08-2024 07:35","Cnn Montana Nonprofit","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. So, you did not realize what you had was a stolen letter signed byÑsigned by me, that you had a letter that had not been sent to anybody, had not been made public?",-1.10788653819826,-0.818084481966718,0.0969019007008382,0.00777506247696995,0.835646035681322,0.226251885176137,1.07580861798626,0.383708350626904
580,"Y","low",302,"X","medium",484,"Z","low",162,"","high",310,"X","low",140,"Z","",439,"X","high",138,"","","","","20-10-2024","20:21:00","21:42:00","20-10-2024 21:36","Cnn Montana Nonprofit","Niger State Television","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, all I see that I said was, ÔÔWho signed this.ÕÕ That is all I see.",0.210484613483897,0.278227818574775,0.323793931704969,-0.508671228896292,0.864973479169608,0.065552133660573,1.11429675765499,1.68947995840807
581,"X","high",37,"X","high",133,"Y","high",8,"X","medium",405,"X","medium",345,"","",173,"Y","low",362,"","","","","07-04-2024","17:19:00","20:14:00","07-04-2024 20:13","Cnnpolitics Polls Underestimating","Actor Bob Odenkirk","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Well, let me ask you some more because so much of this came from Mr. Miranda, who was a Republican staffer who was, as we now know, stealing things. Did he ever ask to meet privately with you in an offsite location somewhere other than the White House or Capitol Hill?",-0.954398591903757,-0.0974967600037295,-0.561844579507326,-0.0611908372919113,-0.631172503820934,-1.67503318157916,0.644195368295713,1.44588210178768
582,"Y","high",224,"Z","low",343,"X","medium",227,"X","low",,"Y","high",245,"Y","low",12,"X","high",209,"","","","","29-12-2024","16:05:00","18:26:00","29-12-2024 18:16","Making Racism","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I think sometimes, Senator, that the meetings with Senate staffers and White House and Justice DepartmentÑÑ",-0.774618355651032,0.0518532151078951,1.83350588797431,1.02555581895927,-0.00406493300519413,-0.607632765836566,0.50256059772568,-1.09777665220005
583,"Z","low",229,"Y","high",154,"Z","low",489,"Z","low",463,"X","medium",136,"X","high",75,"Y","high",82,"","","","","30-03-2024","08:49:00","09:26:00","30-03-2024 09:18","Making Racism","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. I am just asking you about one particular one, Mr. Miranda.",0.257604196301861,-1.62354457147124,-0.705972830746461,-0.531002611015025,-0.729110793877383,1.47957180413643,-1.1821560486873,0.619994109491593
584,"Y","medium",131,"Z","high",464,"Z","medium",121,"Y","high",54,"Z","low",267,"Z","medium",480,"X","high",350,"","","","","28-07-2024","08:46:00","11:11:00","28-07-2024 11:07","Making Racism","International Women","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Yes, sometimesÑusually it would be either at the White House or the Senate, but I think sometimes we would meetÑor DOJ, but sometimes it could be somewhere else.",2.11223890363873,-0.559320343803751,1.70556302266837,0.568266978262579,-0.280867931835662,-0.94037510126608,-0.0683182882026838,0.264801235842328
585,"X","medium",282,"Z","low",449,"Y","high",81,"X","high",79,"X","low",82,"Z","medium",410,"X","low",,"","","","","18-04-2024","17:48:00","20:54:00","18-04-2024 20:45","Making Racism","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Well, did he ask to meet with you privately so he could give you information about Senator Biden and Senator Feinstein?",0.791256619673675,1.59012009525853,0.522659155042925,0.393284546806401,-0.177718791815776,0.273521548039441,0.792807790226057,-1.19399962373775
586,"Z","low",122,"Z","medium",156,"X","medium",460,"Y","high",,"X","low",480,"Y","low",332,"Z","medium",138,"","","","","09-09-2024","07:37:00","10:11:00","09-09-2024 10:09","Making Racism","International Women","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I am not remembering anything specific, that is certainly possible. And, again, Senator, I just want to be clear here because it is very common when you are in the judicial selection process to determine what are all the Senators interested in for an upcoming nominee or an upcoming hearing. That is the coin of the realm. Senator X is interested in focusing on administrative law. Senator Y is going to ask about environmental law. Senator is concerned about your past work for this client. And that is a very common kind of discussion.",0.566880589670319,0.0850950187785011,-0.160499111887911,-1.9904025830538,-1.32376458831483,0.0057888951272906,-0.284921182320667,-0.634124096805903
587,"X","medium",235,"Z","low",420,"X","medium",229,"Z","low",261,"Y","medium",81,"Z","medium",389,"X","low",331,"","","","","27-08-2024","09:09:00","11:25:00","27-08-2024 11:19","Making Racism","Actor Bob Odenkirk","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Did he ever ask to have you meet him not at the White House, not in theÑat the Capitol, but at his home?",0.744192287440497,1.5188216214354,0.401951330720646,0.385564473450253,-0.431276752446274,0.0451010028502443,0.710096880881529,-1.20802945988025
588,"Z","high",400,"X","medium",41,"X","medium",423,"","high",391,"Y","medium",150,"Z","medium",324,"Y","low",361,"","","","","07-04-2024","11:55:00","13:26:00","07-04-2024 13:18","Making Racism","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I do not remember that.",-1.19290382417668,0.662471984127277,-0.611687795451464,-1.6973530013013,1.73701155106079,-0.545764076984447,-0.836998828608113,0.158313968490063
589,"Z","low",367,"Y","high",348,"Z","low",488,"Y","medium",60,"Y","high",110,"Z","low",455,"Z","high",495,"","","","","01-06-2024","12:56:00","15:29:00","01-06-2024 15:19","Making Racism","Actor Bob Odenkirk","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Okay. Did he ever ask you to meet you outside of the White House or the Capitol?",0.482226469376451,-1.1628820722808,0.111244863921743,-0.432436942362841,-0.032114128783258,2.39523950474224,-0.847788498038945,0.973615737912904
590,"Y","high",139,"Z","high",459,"X","low",495,"X","high",55,"Z","low",260,"X","high",,"Y","high",354,"","","","","26-05-2024","21:00:00","00:32:00","27-05-2024 00:28","Assassination Question","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I cannot rule that out, but, again, that would not have been typical.",0.560482563612216,-0.571564546312177,2.56797150215441,0.835230482920971,-0.417158362269739,-0.774729556941373,0.51763887772384,0.614975297054048
591,"X","high",96,"Z","low",72,"Y","medium",229,"X","medium",397,"Y","",336,"Z","high",31,"X","",115,"","","","","26-05-2024","15:03:00","18:49:00","26-05-2024 18:40","Basketball Legend Says","Point Tally Nba","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Did heÑdid he ever hand you material separately from what would be emailed back and forth?",-1.15510284047089,0.701068460376511,-0.185860870193544,0.452463318490132,-1.25053040951496,-1.07151041441687,0.825248349903916,-1.62588899385276
592,"Y","medium",2,"Z","medium",408,"Z","low",482,"Y","medium",274,"Y","",479,"X","low",347,"Z","medium",356,"","","","","04-04-2024","06:54:00","07:29:00","04-04-2024 07:24","Making Racism","Lomachenko","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Not rememberingÑif you are referring to something in particular, I can answer that.",1.94598539090496,0.994812742849792,0.936520666551745,0.248853454010709,-0.903687263873658,-1.74798277649202,-0.338239454278467,-0.0416840344918904
593,"Z","low",172,"Y","low",377,"Z","high",229,"Z","medium",,"Z","high",194,"Y","low",482,"Z","low",,"","","","","30-05-2024","08:09:00","09:40:00","30-05-2024 09:32","Cnnpolitics Polls Underestimating","2020 Presidential Election","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Well, let me ask you this. Did you ever receive information via Mr. Miranda of information marked, ÔÔConfidentialÕÕ that informed you, or my staff was sharing with, other Democrats?",-0.880935076650504,-0.230555228347903,0.00870530290711773,-0.0665359204844589,-1.2682228145469,1.91671432255438,-1.08845757605227,0.0893433234515696
594,"Y","low",9,"Z","low",235,"X","medium",157,"Z","low",111,"Y","low",100,"X","medium",290,"X","high",337,"","","","","20-07-2024","15:16:00","18:05:00","20-07-2024 18:01","Making Racism","International Women","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I do not know the answer to that, Senator, but, again, people on theÑit is not always the case, at least my understanding, that theÑthat the peopleÑfor example, your staff and Senator HatchÕs staff were necessarily working at odds. It seemed like a lot of times the staff was cooperating at times, not at other times, obviously, but at times about judicial nominations. And so, it would not have raised anything in particular in my mind if we learned, oh, Senator Leahy is concerned about this.",-0.263708703184719,-1.08513518359922,0.457924970208561,0.282195671000536,-1.74951958272444,-0.742177195446716,0.763183696197505,-1.06787627876252
595,"X","low",64,"Z","high",111,"Z","medium",229,"X","high",347,"X","",10,"X","high",483,"Z","medium",373,"","","","","08-08-2024","14:45:00","15:15:00","08-08-2024 15:10","Making Racism","Actor Bob Odenkirk","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Did my staff ever send you confidential material from Senator Hatch that was stolen from his emails?",0.852584411029552,-0.96300234056197,-0.709946582715174,-0.530887258826542,-1.90463544833961,-0.373070250489194,1.45961611737321,-0.188885807552263
596,"Z","medium",489,"Z","low",326,"Z","medium",190,"X","medium",401,"Y","medium",298,"Z","low",200,"X","low",408,"","","","","30-09-2024","06:53:00","08:59:00","30-09-2024 08:57","Cnn Montana Nonprofit","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Not the last part, but theÑI certainly did talk to your when we working on the airline billÑon the September 20th, 2001 airline bill. I do remember being here all night one night with your staff, and I am sure we did talk that night about what other Senators thought. And that was the airline bill where, as I think you recall, Speaker Hastert was involved, and we were up there with the OMB team. So, and thatÑI worked hard with your staff on that. It just struck me as veryÑas not uncommon at all to be talking with our leg team about what Senators on both sides thing. I did not strike me that it was always armed camps.",0.504167147198361,0.568755489964047,0.887672139032629,-0.908324417981605,1.23698578851727,1.0252680385248,-0.845310453377789,-2.00513399321109
597,"X","medium",427,"Y","medium",297,"Y","high",254,"Y","low",15,"Z","",489,"Y","high",337,"Z","high",284,"","","","","18-07-2024","20:14:00","22:36:00","18-07-2024 22:29","Abortion Travel","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. But, no, and oftentimes it was not. But here you are getting obviously very private Democratic emails. You were not concerned how Mr. Miranda got them?",1.55714189445347,2.04597227834163,-1.5021919052119,0.814817927573022,0.983402062288512,0.940960720983825,-0.285819939870437,0.156867283443544
598,"Z","low",279,"Y","high",405,"X","medium",229,"X","",26,"X","medium",31,"Z","medium",254,"X","low",497,"","","","","12-02-2024","15:45:00","18:43:00","12-02-2024 18:36","Amid Inflation","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, I guess I am not sure about your premise.",0.482482292914799,-1.03940979060296,0.358440727459732,-0.369287250540333,-0.55542117864565,2.21805150355788,-0.909080132087476,1.26679765436131
599,"Z","medium",387,"X","high",282,"Z","low",120,"X","low",388,"Z","low",498,"X","medium",440,"X","low",322,"","","","","26-07-2024","21:28:00","21:53:00","26-07-2024 21:52","Assassination Question","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Were you at all concerned aboutÑÑ",0.599504814739397,-0.476209316020125,0.0676330829629911,-1.48375480030697,1.65860144266501,0.0361602502501127,-1.16800551007219,0.828579805124103
600,"Y","high",244,"Y","low",24,"Y","medium",7,"Y","high",441,"Y","",131,"Z","low",323,"X","high",27,"","","","","15-07-2024","17:51:00","19:34:00","15-07-2024 19:33","Cnn Montana Nonprofit","Niger State Television","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. The draftÑÑ",-1.43591605983776,-0.70137600285706,-0.593011524683217,1.97238486214746,0.319536703047955,-0.383083244297939,-0.831901220170736,-0.961118289378182
601,"X","low",300,"Y","low",101,"Y","low",301,"Z","low",114,"X","high",454,"Z","medium",219,"Z","medium",86,"","","","","26-06-2024","20:46:00","23:03:00","26-06-2024 23:01","Abortion Travel","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY [continuing]. Where Mr. Miranda got some of the material he was showing you?",-0.739345927988705,-0.0994595142845525,-2.07118993406852,0.867763191168665,-0.611379461394208,1.42984570349345,0.629964548859606,-0.73802712124978
602,"Z","high",458,"X","medium",190,"Y","medium",229,"Y","",352,"","low",34,"","high",122,"Y","high",248,"","","","","09-03-2024","13:14:00","14:43:00","09-03-2024 14:33","Abortion Travel","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I do not recall that, but on the premise of your last question, I want toÑI want to step back to that. I am not sure I agree with the premise.",-1.04492763536921,1.01184578531941,0.0186142977637598,-1.6088866135076,2.00051714947672,-0.00908062131359448,-0.639748795183104,0.500574115156025
603,"Z","low",39,"Y","high",245,"X","medium",430,"Z","medium",421,"Y","low",445,"","low",156,"Y","low",217,"","","","","26-11-2024","09:07:00","11:46:00","26-11-2024 11:45","Apology Cnn Vatican","2020 Presidential Election","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. I was just saying, if you are getting something that is marked ÔÔConfidential,ÕÕ would you not assume that is not something being shared back and forth?",0.23269274522325,-1.4309965065406,-0.308597866837299,-0.417016759962486,-1.84498666118813,1.0248324147051,-1.34145090791178,1.1609574470344
