"id","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc"
241,471,"X","medium",184,"X","medium",389,"Y","medium",470,"X","medium",268,"X","low",186,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","21-09-2024","12:31:00","14:30:00","21-09-2024 14:28","Amid Inflation","Beating Forecasts Covid","Senator","D","Senator Richard Blumenthal (D-CT)","Executive Privilege Limit"
242,423,"Z","medium",181,"Z","medium",367,"X","high",166,"X","low",275,"Y","medium",485,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-07-2024","15:49:00","16:46:00","22-07-2024 16:42","Amid Inflation","Beating Forecasts Covid","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
243,140,"Y","medium",7,"Z","medium",240,"X","medium",250,"Y","high",170,"X","high",88,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","05-02-2024","07:17:00","09:27:00","05-02-2024 09:19","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Mazie Hirono (HI)","Executive Privilege Limit"
244,51,"X","medium",471,"X","medium",64,"Z","high",104,"Y","high",377,"Y","high",134,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","24-01-2024","21:21:00","22:49:00","24-01-2024 22:41","Voice Cnn Masai","Actor Bob Odenkirk","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
245,279,"X","medium",418,"Y","high",434,"Y","high",259,"Z","low",303,"X","low",470,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","29-09-2024","18:05:00","19:47:00","29-09-2024 19:38","Cnnpolitics Polls Underestimating","2020 Presidential Election","Senator","D","Senator Mazie Hirono (HI)","Executive Privilege Limit"
246,310,"Z","high",127,"Z","high",68,"Y","medium",442,"X","medium",88,"Y","medium",119,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","30-03-2024","13:11:00","14:00:00","30-03-2024 13:57","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Proud Judge Kavanaugh"
247,385,"Y","medium",68,"Z","medium",214,"Y","high",317,"Y","medium",183,"X","high",309,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","13-10-2024","21:35:00","23:53:00","13-10-2024 23:50","Amid Inflation","Beating Forecasts Covid","Senator","D","Senator Cory Booker (NJ)","Chairman Ask Question"
248,260,"Z","medium",417,"Y","high",447,"X","low",70,"Y","low",254,"X","medium",145,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","03-09-2024","18:17:00","20:58:00","03-09-2024 20:56","Amid Inflation","2020 Presidential Election","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
249,256,"X","low",418,"Y","low",208,"Y","high",370,"X","high",58,"Y","medium",142,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","03-08-2024","09:48:00","12:56:00","03-08-2024 12:49","Amid Inflation","Coronavirus Pandemic Late","Senator","D","Senator Cory Booker (NJ)","Analyze Senator"
250,421,"X","high",448,"X","low",415,"X","low",211,"X","medium",176,"X","high",335,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","18-12-2024","12:52:00","16:40:00","18-12-2024 16:36","Amid Inflation","Beating Forecasts Covid","Chairman","R","Senator Chuck Grassley (IA)","Kavanaugh Dissents President"
251,292,"Y","high",273,"Z","low",244,"Z","low",9,"Z","high",436,"Z","medium",397,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-07-2024","10:51:00","13:33:00","19-07-2024 13:24","New Covid Lockdowns","Warming Caused Humans","Senator","D","Senator Dianne Feinstein (CA)","Guns Roe Wade"
252,275,"Y","low",367,"X","medium",372,"Z","medium",311,"X","medium",220,"X","high",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","15-05-2024","07:39:00","10:35:00","15-05-2024 10:30","Amid Inflation","Coronavirus Pandemic Late","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
253,9,"Z","low",364,"Z","medium",295,"Z","medium",149,"X","medium",254,"Y","medium",491,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-01-2024","06:14:00","09:13:00","14-01-2024 09:09","Amid Inflation","Beating Forecasts Covid","Senator","R","Senator Orrin Hatch (UT)","Kavanaugh Dissents President"
254,390,"Z","medium",265,"Z","high",140,"X","medium",485,"Y","low",340,"X","medium",44,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-07-2024","14:53:00","18:16:00","19-07-2024 18:12","Amid Inflation","Beating Forecasts Covid","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
255,340,"X","high",261,"X","high",447,"X","high",497,"X","medium",160,"Z","medium",50,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-11-2024","10:50:00","14:04:00","14-11-2024 14:03","Amid Inflation","Beating Forecasts Covid","Senator","R","Senator Orrin Hatch (UT)","Kavanaugh Dissents President"
256,448,"X","medium",130,"Y","high",233,"Z","medium",335,"X","high",413,"Z","high",488,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-07-2024","06:46:00","08:41:00","12-07-2024 08:34","Amid Inflation","Beating Forecasts Covid","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
257,46,"X","high",376,"Z","high",228,"Z","medium",315,"X","medium",8,"X","medium",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-07-2024","07:10:00","08:45:00","07-07-2024 08:35","Amid Inflation","Coronavirus Pandemic Late","Senator","R","Senator Orrin Hatch (UT)","Kozinski Phone Senator"
258,73,"Y","low",485,"Y","medium",329,"Z","high",152,"Y","medium",236,"X","low",157,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","09-05-2024","11:40:00","14:49:00","09-05-2024 14:39","Abortion Travel","Coronavirus Pandemic Late","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
259,335,"Z","medium",38,"X","high",465,"Z","medium",35,"Y","low",298,"X","medium",60,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","11-12-2024","21:30:00","23:01:00","11-12-2024 22:57","Amid Inflation","Turned Movie Different","Senator","R","Senator Orrin Hatch (UT)","Kavanaugh Dissents President"
260,244,"Z","high",37,"X","high",435,"Y","high",245,"Y","low",119,"X","low",111,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","13-08-2024","21:01:00","22:02:00","13-08-2024 21:57","Scammers Cnn Epik","Actor Bob Odenkirk","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
261,293,"X","high",132,"Y","high",196,"X","high",231,"Y","high",391,"X","low",37,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","29-01-2024","20:13:00","23:38:00","29-01-2024 23:30","Bob Baffert Suspended","Said Alicia Keys","Senator","D","Senator Dianne Feinstein (CA)","Chairman Senator Feinstein"
262,217,"Y","low",58,"X","high",115,"Z","medium",158,"X","low",39,"X","high",179,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","03-08-2024","12:47:00","14:50:00","03-08-2024 14:45","Reunion Netflix Cnn","Said Alicia Keys","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
263,320,"Z","high",4,"Z","high",162,"Y","high",480,"X","medium",325,"Y","medium",147,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","26-05-2024","06:15:00","07:32:00","26-05-2024 07:26","Reunion Netflix Cnn","Turned Movie Different","Senator","D","Senator Patrick Leahy (VT)","Kavanaugh Dissents President"
264,329,"X","low",489,"Z","medium",131,"Y","high",146,"X","medium",316,"Y","low",79,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","11-03-2024","21:38:00","21:53:00","11-03-2024 21:50","Voice Cnn Masai","Niger State Television","Chairman","R","Senator Chuck Grassley (IA)","Executive Privilege Limit"
265,94,"Z","low",291,"X","high",147,"X","high",107,"Z","high",393,"X","high",359,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","25-11-2024","14:14:00","16:46:00","25-11-2024 16:43","Voice Cnn Masai","Turned Movie Different","Senator","D","Senator Cory Booker (NJ)","Chairman Ask Question"
266,380,"Y","high",388,"X","medium",215,"Y","medium",245,"Y","low",103,"X","high",17,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","06-02-2024","08:22:00","09:21:00","06-02-2024 09:20","Reunion Netflix Cnn","Lomachenko","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
267,246,"X","high",283,"X","medium",10,"Z","medium",417,"Y","medium",77,"Y","low",237,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-07-2024","06:57:00","10:07:00","12-07-2024 10:06","Reunion Netflix Cnn","Turned Movie Different","Senator","D","Senator Cory Booker (NJ)","Executive Privilege Limit"
268,287,"X","low",265,"Y","medium",266,"Z","low",188,"X","low",290,"Z","low",152,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","23-05-2024","09:12:00","12:12:00","23-05-2024 12:11","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
269,308,"Z","high",343,"Z","low",424,"Z","medium",245,"X","low",485,"Y","high",325,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","02-01-2024","09:54:00","12:01:00","02-01-2024 12:00","Reunion Netflix Cnn","Turned Movie Different","Senator","D","Senator Cory Booker (NJ)","Analyze Senator"
270,372,"Y","high",80,"X","high",215,"X","medium",245,"Y","medium",392,"Y","low",168,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","27-04-2024","20:32:00","23:21:00","27-04-2024 23:17","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
271,150,"Z","low",75,"Z","low",39,"Z","medium",260,"Z","high",105,"X","high",236,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-02-2024","16:31:00","18:33:00","19-02-2024 18:23","Reunion Netflix Cnn","Turned Movie Different","Senator","D","Senator Cory Booker (NJ)","Analyze Senator"
272,3,"Y","low",244,"Z","medium",194,"X","low",434,"Y","low",203,"Z","medium",405,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","04-07-2024","11:08:00","13:49:00","04-07-2024 13:45","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
273,90,"Y","low",185,"X","low",167,"Y","medium",193,"Z","medium",133,"Z","medium",72,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","05-11-2024","07:18:00","09:51:00","05-11-2024 09:46","Reunion Netflix Cnn","Turned Movie Different","Senator","R","Senator John Cornyn (TX)","Kavanaugh Dissents President"
274,482,"Z","high",420,"X","high",297,"Y","medium",9,"X","low",389,"Z","medium",217,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-03-2024","14:48:00","17:52:00","19-03-2024 17:49","Basketball Legend Says","Hold Fastest Marathon","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
275,111,"Z","medium",153,"Z","medium",125,"Y","low",187,"Y","low",256,"Z","low",281,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","16-03-2024","08:55:00","11:56:00","16-03-2024 11:50","Reunion Netflix Cnn","Turned Movie Different","Senator","R","Senator John Cornyn (TX)","Kavanaugh Dissents President"
276,124,"X","medium",164,"Y","low",150,"Z","medium",1,"Z","low",218,"Z","high",368,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","30-12-2024","13:40:00","15:59:00","30-12-2024 15:49","Reunion Netflix Cnn","Said Alicia Keys","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
277,429,"Z","medium",264,"Y","low",372,"Z","high",211,"X","high",2,"X","medium",268,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-05-2024","09:16:00","12:09:00","07-05-2024 12:07","Reunion Netflix Cnn","Turned Movie Different","Senator","R","Senator John Cornyn (TX)","Kavanaugh Dissents President"
278,117,"X","medium",96,"X","medium",87,"Y","low",237,"Y","medium",316,"X","low",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","29-04-2024","13:22:00","13:42:00","29-04-2024 13:40","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
279,232,"Z","medium",429,"Y","high",466,"Z","medium",365,"X","medium",221,"X","high",397,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","26-03-2024","17:25:00","19:25:00","26-03-2024 19:23","Reunion Netflix Cnn","Turned Movie Different","Senator","D","Senator Dick Durbin (IL)","Kavanaugh Dissents President"
280,185,"X","low",5,"Z","low",148,"Z","medium",34,"Z","low",19,"X","low",394,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-08-2024","21:06:00","23:50:00","14-08-2024 23:48","Reunion Netflix Cnn","Said Alicia Keys","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
281,256,"X","medium",423,"Z","high",240,"Z","medium",240,"Z","medium",97,"Y","medium",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","09-09-2024","14:16:00","16:24:00","09-09-2024 16:23","Reunion Netflix Cnn","Turned Movie Different","Senator","R","Senator Mike Lee (UT)","Kavanaugh Dissents President"
282,297,"X","low",311,"Y","medium",41,"Z","medium",88,"Y","high",363,"X","medium",459,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","29-05-2024","16:04:00","17:21:00","29-05-2024 17:17","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
283,257,"Z","high",443,"Y","medium",159,"Y","high",233,"Y","medium",374,"Z","low",11,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-06-2024","07:12:00","08:16:00","12-06-2024 08:11","Reunion Netflix Cnn","Turned Movie Different","Senator","D","Senator Sheldon Whitehouse (RI)","Kavanaugh Dissents President"
284,250,"Z","low",146,"X","medium",188,"Y","high",492,"Z","high",246,"Y","low",249,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","24-01-2024","20:28:00","22:08:00","24-01-2024 22:04","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
285,417,"X","low",450,"Z","low",227,"X","high",370,"Y","low",378,"Y","low",401,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","10-12-2024","06:12:00","07:11:00","10-12-2024 07:08","Assassination Question","Said Alicia Keys","Senator","D","Senator Sheldon Whitehouse (RI)","Executive Privilege Limit"
286,290,"Y","medium",265,"Z","medium",45,"Y","low",422,"Z","medium",369,"Z","high",51,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","11-11-2024","09:58:00","12:10:00","11-11-2024 12:02","Assassination Question","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
287,254,"Z","medium",228,"Z","low",123,"Y","low",19,"X","medium",307,"Y","medium",409,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","03-03-2024","17:03:00","18:04:00","03-03-2024 17:57","Bob Baffert Suspended","Niger State Television","Senator","D","Senator Sheldon Whitehouse (RI)","Chairman Ask Question"
288,443,"X","medium",141,"Z","medium",438,"X","medium",382,"Z","high",104,"X","high",19,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","21-05-2024","15:04:00","16:26:00","21-05-2024 16:22","Voice Cnn Masai","Turned Movie Different","Senator","R","Senator Ted Cruz (TX)","Kavanaugh Dissents President"
289,46,"Y","high",98,"Z","low",461,"Z","medium",432,"Z","low",210,"Z","low",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","30-06-2024","13:05:00","13:55:00","30-06-2024 13:51","Reunion Netflix Cnn","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Kavanaugh Dissents President"
290,416,"Z","high",75,"Z","low",220,"Y","low",335,"Z","low",254,"Z","low",93,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","08-05-2024","18:00:00","21:25:00","08-05-2024 21:18","Voice Cnn Masai","Point Tally Nba","Senator","D","Senator Amy Klobuchar (MN)","Klobuchar Mr Chairman"
291,98,"Y","medium",291,"Z","medium",59,"Z","medium",391,"Y","high",155,"X","low",333,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-07-2024","09:51:00","11:30:00","22-07-2024 11:26","Voice Cnn Masai","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
292,165,"X","high",480,"Y","medium",137,"X","low",23,"Y","low",330,"Y","low",414,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","09-01-2024","06:29:00","08:10:00","09-01-2024 08:08","Smitten Aussie Tennis","Actor Bob Odenkirk","Senator","D","Senator Amy Klobuchar (MN)","Klobuchar Mr Chairman"
293,6,"Y","medium",282,"X","low",475,"X","low",369,"Y","medium",413,"Y","medium",407,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","09-09-2024","11:14:00","14:51:00","09-09-2024 14:42","Voice Cnn Masai","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
294,285,"Y","low",482,"X","high",459,"Y","medium",417,"Y","low",266,"X","low",287,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-07-2024","12:32:00","15:53:00","22-07-2024 15:45","Mbappe Neymar Prove","Lomachenko","Senator","D","Senator Amy Klobuchar (MN)","Executive Privilege Limit"
295,415,"Z","low",377,"Z","low",406,"Z","medium",115,"Z","medium",253,"X","medium",454,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","02-02-2024","11:32:00","11:48:00","02-02-2024 11:45","Mbappe Neymar Prove","Lomachenko","Chairman","R","Senator Chuck Grassley (IA)","Executive Privilege Limit"
296,190,"Z","low",342,"Z","low",431,"X","low",235,"Y","low",93,"Z","high",70,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","16-12-2024","18:00:00","19:18:00","16-12-2024 19:17","Making Racism","Lomachenko","Senator","D","Senator Amy Klobuchar (MN)","Klobuchar Mr Chairman"
297,331,"Y","low",362,"Y","high",355,"Z","medium",211,"X","low",248,"Y","low",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","23-01-2024","18:18:00","21:40:00","23-01-2024 21:35","Mbappe Neymar Prove","Lomachenko","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
298,196,"Z","high",464,"Z","low",311,"Z","high",49,"Z","medium",20,"Y","low",66,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","10-12-2024","17:00:00","19:03:00","10-12-2024 18:54","Mbappe Neymar Prove","Lomachenko","Senator","D","Senator Amy Klobuchar (MN)","Kavanaugh Dissents President"
299,379,"X","medium",429,"X","high",386,"X","high",64,"Y","low",56,"Z","high",359,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","03-01-2024","09:25:00","10:24:00","03-01-2024 10:14","Mbappe Neymar Prove","Lomachenko","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
