id,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol12,ExtraCol13,ExtraCol14,ExtraCol15,ExtraCol16,ExtraCol17,ExtraCol18,ExtraCol4_quantile_bin,ExtraCol7_quantile_bin,ExtraCol10_quantile_bin,ExtraCol13_quantile_bin,ExtraCol3_freq,ExtraCol5_freq,ExtraCol6_freq,ExtraCol2_freq
799,A,low,87,D,NA,17,C,unknown,88,X,high,167,Z,NA,489,Z,low,ExtraCol4_4,ExtraCol7_1,ExtraCol10_5,ExtraCol13_2,157,448,0,441
800,C,unknown,75,A,medium,NA,C,low,NA,Y,high,463,X,low,104,Y,NA,ExtraCol4_4,NA,NA,ExtraCol13_5,145,144,165,153
801,A,high,16,A,NA,5,B,unknown,99,Y,low,255,Z,low,496,NA,high,ExtraCol4_1,ExtraCol7_1,ExtraCol10_5,ExtraCol13_3,452,144,0,441
802,A,high,49,A,unknown,9,D,high,59,Y,high,401,X,low,23,Y,low,ExtraCol4_2,ExtraCol7_1,ExtraCol10_3,ExtraCol13_4,452,144,159,441
803,A,low,37,D,NA,23,C,unknown,44,X,medium,NA,Z,low,NA,Z,low,ExtraCol4_2,ExtraCol7_2,ExtraCol10_3,NA,157,448,0,441
804,C,unknown,64,D,unknown,28,A,medium,5,Y,high,137,Z,high,223,X,high,ExtraCol4_3,ExtraCol7_2,ExtraCol10_1,ExtraCol13_2,145,448,159,153
805,C,low,51,D,NA,1,NA,NA,26,X,medium,465,X,medium,328,NA,NA,ExtraCol4_2,ExtraCol7_1,ExtraCol10_2,ExtraCol13_5,157,448,0,153
806,A,high,71,D,NA,NA,D,NA,5,Y,high,443,X,medium,83,Y,low,ExtraCol4_4,NA,ExtraCol10_1,ExtraCol13_5,452,448,0,441
807,D,high,74,D,unknown,52,A,NA,85,Z,NA,285,Y,medium,136,X,high,ExtraCol4_4,ExtraCol7_3,ExtraCol10_5,ExtraCol13_3,452,448,159,155
808,D,medium,51,D,low,65,C,unknown,NA,Y,high,16,Z,medium,194,Z,low,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_1,137,448,140,155
809,A,low,15,D,NA,65,A,NA,11,Z,medium,29,X,medium,NA,Y,medium,ExtraCol4_1,ExtraCol7_4,ExtraCol10_1,ExtraCol13_1,157,448,0,441
810,D,high,62,D,NA,96,NA,low,NA,Y,low,211,X,medium,87,X,low,ExtraCol4_3,ExtraCol7_5,NA,ExtraCol13_2,452,448,0,155
811,A,low,51,D,NA,NA,NA,high,97,Z,medium,449,Z,high,74,X,medium,ExtraCol4_2,NA,ExtraCol10_5,ExtraCol13_5,157,448,0,441
812,A,high,94,D,low,34,B,high,97,Z,medium,188,Z,low,477,X,low,ExtraCol4_4,ExtraCol7_2,ExtraCol10_5,ExtraCol13_2,452,448,140,441
813,A,unknown,77,B,NA,NA,NA,high,71,Z,low,442,X,medium,468,Y,low,ExtraCol4_4,NA,ExtraCol10_4,ExtraCol13_5,145,147,0,441
814,B,medium,95,D,unknown,55,A,low,7,Y,high,267,Z,low,314,Y,high,ExtraCol4_4,ExtraCol7_3,ExtraCol10_1,ExtraCol13_3,137,448,159,142
815,A,high,53,B,medium,52,C,NA,50,X,low,67,Z,medium,341,Y,low,ExtraCol4_3,ExtraCol7_3,ExtraCol10_3,ExtraCol13_1,452,147,165,441
816,B,low,93,D,medium,79,D,medium,94,Y,medium,280,NA,high,68,Y,low,ExtraCol4_4,ExtraCol7_4,ExtraCol10_5,ExtraCol13_3,157,448,165,142
817,C,high,1,D,medium,56,B,high,9,Z,NA,182,X,high,25,Y,low,ExtraCol4_1,ExtraCol7_3,ExtraCol10_1,ExtraCol13_2,452,448,165,153
818,A,low,28,D,NA,23,D,unknown,79,Y,high,112,Z,medium,188,Y,high,ExtraCol4_1,ExtraCol7_2,ExtraCol10_5,ExtraCol13_2,157,448,0,441
819,C,low,0,B,high,NA,B,high,1,Z,medium,337,X,NA,492,X,medium,ExtraCol4_1,NA,ExtraCol10_1,ExtraCol13_4,157,147,162,153
820,B,high,67,D,high,96,A,NA,NA,Z,high,102,X,high,238,X,low,ExtraCol4_3,ExtraCol7_5,NA,ExtraCol13_1,452,448,162,142
821,C,high,51,A,NA,NA,C,unknown,NA,Z,high,452,X,medium,403,Z,medium,ExtraCol4_2,NA,NA,ExtraCol13_5,452,144,0,153
822,D,high,28,D,medium,59,D,NA,NA,NA,low,401,Y,high,184,Z,medium,ExtraCol4_1,ExtraCol7_3,NA,ExtraCol13_4,452,448,165,155
823,A,high,30,C,unknown,17,B,unknown,41,X,high,391,NA,NA,154,X,medium,ExtraCol4_1,ExtraCol7_1,ExtraCol10_3,ExtraCol13_4,452,152,159,441
824,A,high,51,D,unknown,0,D,NA,NA,Y,medium,38,NA,low,406,X,low,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_1,452,448,159,441
825,B,high,18,B,high,NA,C,unknown,84,Y,NA,480,X,high,235,Y,high,ExtraCol4_1,NA,ExtraCol10_5,ExtraCol13_5,452,147,162,142
826,A,high,51,A,NA,2,NA,NA,32,Z,low,246,X,NA,365,Y,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_2,ExtraCol13_3,452,144,0,441
827,B,unknown,61,D,medium,45,NA,NA,64,NA,medium,366,X,high,363,Y,high,ExtraCol4_3,ExtraCol7_3,ExtraCol10_4,ExtraCol13_4,145,448,165,142
828,A,high,23,D,high,88,B,NA,46,X,high,95,Z,low,363,Y,high,ExtraCol4_1,ExtraCol7_5,ExtraCol10_3,ExtraCol13_1,452,448,162,441
829,C,high,22,C,medium,NA,A,low,43,X,high,384,X,medium,NA,X,low,ExtraCol4_1,NA,ExtraCol10_3,ExtraCol13_4,452,152,165,153
830,B,medium,51,D,NA,NA,NA,NA,79,Y,high,NA,X,NA,404,Y,medium,ExtraCol4_2,NA,ExtraCol10_5,NA,137,448,0,142
831,A,high,51,D,NA,85,NA,low,22,X,high,353,X,low,231,Z,high,ExtraCol4_2,ExtraCol7_5,ExtraCol10_2,ExtraCol13_4,452,448,0,441
832,A,high,25,D,low,NA,C,medium,NA,Y,medium,138,X,high,151,Y,NA,ExtraCol4_1,NA,NA,ExtraCol13_2,452,448,140,441
833,A,unknown,37,D,NA,65,C,unknown,48,X,high,466,Z,low,256,Z,high,ExtraCol4_2,ExtraCol7_4,ExtraCol10_3,ExtraCol13_5,145,448,0,441
834,D,unknown,54,C,NA,78,A,NA,NA,Z,low,354,X,low,162,Z,medium,ExtraCol4_3,ExtraCol7_4,NA,ExtraCol13_4,145,152,0,155
835,A,medium,18,B,low,NA,NA,low,NA,Y,high,226,Y,low,21,Z,high,ExtraCol4_1,NA,NA,ExtraCol13_3,137,147,140,441
836,A,high,56,D,unknown,42,B,medium,34,Z,low,228,Y,high,180,Y,low,ExtraCol4_3,ExtraCol7_3,ExtraCol10_2,ExtraCol13_3,452,448,159,441
837,B,low,13,D,NA,39,C,NA,66,Y,medium,0,X,low,250,Y,high,ExtraCol4_1,ExtraCol7_2,ExtraCol10_4,ExtraCol13_1,157,448,0,142
838,D,unknown,14,B,unknown,NA,B,NA,47,X,high,149,Y,medium,260,NA,high,ExtraCol4_1,NA,ExtraCol10_3,ExtraCol13_2,145,147,159,155
839,C,low,23,C,medium,40,D,NA,NA,X,NA,394,X,low,170,X,low,ExtraCol4_1,ExtraCol7_2,NA,ExtraCol13_4,157,152,165,153
840,A,high,28,D,unknown,NA,A,high,52,Z,high,415,Y,medium,362,Y,high,ExtraCol4_1,NA,ExtraCol10_3,ExtraCol13_5,452,448,159,441
841,A,medium,2,D,NA,18,A,NA,NA,Y,high,499,X,medium,142,X,low,ExtraCol4_1,ExtraCol7_1,NA,ExtraCol13_5,137,448,0,441
842,B,unknown,96,B,NA,17,B,low,NA,Z,medium,42,Y,low,323,Y,high,ExtraCol4_4,ExtraCol7_1,NA,ExtraCol13_1,145,147,0,142
843,D,high,51,D,low,71,A,unknown,44,Z,low,125,Y,low,134,X,high,ExtraCol4_2,ExtraCol7_4,ExtraCol10_3,ExtraCol13_2,452,448,140,155
844,A,medium,51,D,NA,76,A,NA,43,Y,high,383,Y,medium,493,Y,low,ExtraCol4_2,ExtraCol7_4,ExtraCol10_3,ExtraCol13_4,137,448,0,441
845,D,high,51,D,medium,67,C,medium,27,Y,medium,180,X,NA,324,Z,medium,ExtraCol4_2,ExtraCol7_4,ExtraCol10_2,ExtraCol13_2,452,448,165,155
846,C,low,80,B,NA,NA,D,NA,NA,X,high,124,Z,medium,278,Y,medium,ExtraCol4_4,NA,NA,ExtraCol13_2,157,147,0,153
847,A,high,83,D,low,0,C,NA,NA,X,medium,140,X,medium,214,Z,NA,ExtraCol4_4,ExtraCol7_1,NA,ExtraCol13_2,452,448,140,441
848,A,low,10,C,unknown,NA,NA,medium,NA,X,high,459,X,low,377,Y,low,ExtraCol4_1,NA,NA,ExtraCol13_5,157,152,159,441
849,A,high,37,D,high,46,NA,NA,69,X,medium,428,X,low,212,Z,high,ExtraCol4_2,ExtraCol7_3,ExtraCol10_4,ExtraCol13_5,452,448,162,441
850,D,medium,51,D,unknown,NA,B,NA,41,Y,low,2,Z,medium,401,X,low,ExtraCol4_2,NA,ExtraCol10_3,ExtraCol13_1,137,448,159,155
851,A,high,57,D,high,92,A,unknown,70,Z,low,420,X,high,79,Z,low,ExtraCol4_3,ExtraCol7_5,ExtraCol10_4,ExtraCol13_5,452,448,162,441
852,B,medium,0,D,low,86,D,medium,71,Y,high,278,Y,low,410,Z,high,ExtraCol4_1,ExtraCol7_5,ExtraCol10_4,ExtraCol13_3,137,448,140,142
853,A,high,51,D,medium,77,NA,low,52,Y,high,422,Z,medium,480,Z,medium,ExtraCol4_2,ExtraCol7_4,ExtraCol10_3,ExtraCol13_5,452,448,165,441
854,A,low,51,D,medium,2,B,NA,NA,Z,low,311,X,high,121,X,high,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_3,157,448,165,441
855,A,high,51,D,low,NA,NA,unknown,NA,Z,high,344,X,medium,111,Z,NA,ExtraCol4_2,NA,NA,ExtraCol13_4,452,448,140,441
856,A,high,38,D,unknown,43,C,high,15,NA,NA,288,NA,low,477,Z,high,ExtraCol4_2,ExtraCol7_3,ExtraCol10_1,ExtraCol13_3,452,448,159,441
857,A,high,51,B,unknown,NA,A,NA,NA,X,medium,367,Z,high,203,X,NA,ExtraCol4_2,NA,NA,ExtraCol13_4,452,147,159,441
858,A,high,30,A,NA,NA,A,unknown,95,Y,high,407,Z,medium,347,Y,low,ExtraCol4_1,NA,ExtraCol10_5,ExtraCol13_4,452,144,0,441
859,A,high,29,B,high,29,C,NA,40,X,low,254,Y,medium,95,Y,high,ExtraCol4_1,ExtraCol7_2,ExtraCol10_3,ExtraCol13_3,452,147,162,441
860,A,unknown,34,A,high,11,NA,high,31,X,medium,56,Z,high,213,NA,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_2,ExtraCol13_1,145,144,162,441
861,D,high,30,C,high,32,C,medium,79,Y,NA,46,Z,NA,351,Y,high,ExtraCol4_1,ExtraCol7_2,ExtraCol10_5,ExtraCol13_1,452,152,162,155
862,A,high,51,C,low,79,B,high,60,Y,medium,207,X,high,447,Y,high,ExtraCol4_2,ExtraCol7_4,ExtraCol10_4,ExtraCol13_2,452,152,140,441
863,A,medium,4,C,high,NA,A,unknown,NA,NA,low,236,X,medium,218,X,low,ExtraCol4_1,NA,NA,ExtraCol13_3,137,152,162,441
864,A,high,27,C,unknown,NA,NA,low,9,X,NA,431,X,high,37,Y,high,ExtraCol4_1,NA,ExtraCol10_1,ExtraCol13_5,452,152,159,441
865,A,high,31,B,NA,59,B,NA,80,Z,medium,16,Z,high,206,Y,low,ExtraCol4_2,ExtraCol7_3,ExtraCol10_5,ExtraCol13_1,452,147,0,441
866,C,high,51,C,high,9,NA,unknown,NA,Y,low,444,NA,high,321,Z,high,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_5,452,152,162,153
867,D,high,87,D,NA,NA,NA,NA,NA,Y,medium,27,Z,low,437,X,medium,ExtraCol4_4,NA,NA,ExtraCol13_1,452,448,0,155
868,C,high,67,A,high,15,NA,NA,NA,NA,medium,249,Y,low,416,Z,low,ExtraCol4_3,ExtraCol7_1,NA,ExtraCol13_3,452,144,162,153
869,C,high,51,B,NA,26,NA,NA,NA,X,high,211,Z,high,379,NA,NA,ExtraCol4_2,ExtraCol7_2,NA,ExtraCol13_2,452,147,0,153
870,A,high,51,D,medium,97,NA,medium,NA,Y,medium,278,NA,medium,82,Z,high,ExtraCol4_2,ExtraCol7_5,NA,ExtraCol13_3,452,448,165,441
871,D,medium,51,D,NA,50,A,low,NA,X,medium,21,Z,high,NA,X,medium,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_1,137,448,0,155
872,A,low,90,D,unknown,19,NA,low,63,X,medium,381,Z,high,288,Y,high,ExtraCol4_4,ExtraCol7_1,ExtraCol10_4,ExtraCol13_4,157,448,159,441
873,C,low,45,D,low,50,A,low,84,Z,medium,67,X,medium,234,Y,low,ExtraCol4_2,ExtraCol7_3,ExtraCol10_5,ExtraCol13_1,157,448,140,153
874,B,high,68,B,medium,7,B,NA,61,Z,low,389,Z,NA,461,Z,low,ExtraCol4_3,ExtraCol7_1,ExtraCol10_4,ExtraCol13_4,452,147,165,142
875,D,medium,38,A,NA,31,A,unknown,77,Y,high,283,Z,low,479,Z,low,ExtraCol4_2,ExtraCol7_2,ExtraCol10_5,ExtraCol13_3,137,144,0,155
876,B,high,49,D,NA,NA,D,NA,34,X,medium,444,X,high,105,Y,low,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_5,452,448,0,142
877,A,high,48,D,medium,NA,A,unknown,28,X,medium,489,Z,low,478,X,medium,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_5,452,448,165,441
878,A,high,51,A,high,89,NA,NA,26,Y,low,421,Y,low,423,Z,medium,ExtraCol4_2,ExtraCol7_5,ExtraCol10_2,ExtraCol13_5,452,144,162,441
879,C,medium,51,A,low,NA,A,medium,11,NA,high,226,X,low,352,Y,low,ExtraCol4_2,NA,ExtraCol10_1,ExtraCol13_3,137,144,140,153
880,D,high,73,C,medium,65,A,medium,27,Y,medium,207,Z,high,190,X,medium,ExtraCol4_4,ExtraCol7_4,ExtraCol10_2,ExtraCol13_2,452,152,165,155
881,C,high,2,D,unknown,70,C,high,24,Y,low,NA,NA,medium,380,Z,low,ExtraCol4_1,ExtraCol7_4,ExtraCol10_2,NA,452,448,159,153
882,A,high,13,D,high,55,D,NA,75,X,low,324,Y,high,293,NA,medium,ExtraCol4_1,ExtraCol7_3,ExtraCol10_4,ExtraCol13_4,452,448,162,441
883,B,low,84,D,unknown,3,A,NA,NA,X,medium,395,Z,medium,449,Y,high,ExtraCol4_4,ExtraCol7_1,NA,ExtraCol13_4,157,448,159,142
884,C,medium,56,D,low,91,A,unknown,NA,X,high,241,X,medium,355,NA,medium,ExtraCol4_3,ExtraCol7_5,NA,ExtraCol13_3,137,448,140,153
885,B,high,51,D,medium,NA,B,medium,73,Y,low,231,X,low,482,Y,NA,ExtraCol4_2,NA,ExtraCol10_4,ExtraCol13_3,452,448,165,142
886,A,high,60,D,unknown,65,D,NA,NA,X,low,58,NA,medium,209,X,low,ExtraCol4_3,ExtraCol7_4,NA,ExtraCol13_1,452,448,159,441
887,B,high,51,D,NA,55,A,low,NA,X,medium,84,Z,medium,41,Z,high,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_1,452,448,0,142
888,A,low,89,B,NA,65,A,unknown,NA,Y,medium,NA,Y,high,245,Z,low,ExtraCol4_4,ExtraCol7_4,NA,NA,157,147,0,441
889,A,high,66,D,medium,35,B,high,21,Y,high,494,Y,high,498,Z,high,ExtraCol4_3,ExtraCol7_2,ExtraCol10_2,ExtraCol13_5,452,448,165,441
890,B,high,51,D,unknown,84,B,unknown,78,Z,high,300,Z,high,327,NA,NA,ExtraCol4_2,ExtraCol7_5,ExtraCol10_5,ExtraCol13_3,452,448,159,142
891,D,unknown,51,A,medium,22,A,high,3,Y,medium,172,Z,high,351,Y,medium,ExtraCol4_2,ExtraCol7_2,ExtraCol10_1,ExtraCol13_2,145,144,165,155
