id,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time,last_activity_ts,Headline_cnn,Description_cnn,Title_sc,Speaker (Party)(or nominated by)_sc,Speaker and title_sc,Statements_sc
294,high,285,Y,low,482,X,high,459,Y,medium,417,Y,low,266,X,low,287,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-07-2024,12:32:00,15:53:00,22-07-2024 15:45,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Amy Klobuchar (MN),Executive Privilege Limit
295,high,415,Z,low,377,Z,low,406,Z,medium,115,Z,medium,253,X,medium,454,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",02-02-2024,11:32:00,11:48:00,02-02-2024 11:45,Mbappe Neymar Prove,Lomachenko,Chairman,R,Senator Chuck Grassley (IA),Executive Privilege Limit
296,low,190,Z,low,342,Z,low,431,X,low,235,Y,low,93,Z,high,70,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",16-12-2024,18:00:00,19:18:00,16-12-2024 19:17,Making Racism,Lomachenko,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
297,low,331,Y,low,362,Y,high,355,Z,medium,211,X,low,248,Y,low,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",23-01-2024,18:18:00,21:40:00,23-01-2024 21:35,Mbappe Neymar Prove,Lomachenko,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
298,medium,196,Z,high,464,Z,low,311,Z,high,49,Z,medium,20,Y,low,66,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",10-12-2024,17:00:00,19:03:00,10-12-2024 18:54,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Amy Klobuchar (MN),Kavanaugh Dissents President
299,low,379,X,medium,429,X,high,386,X,high,64,Y,low,56,Z,high,359,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",03-01-2024,09:25:00,10:24:00,03-01-2024 10:14,Mbappe Neymar Prove,Lomachenko,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
300,medium,499,X,medium,80,Y,low,323,Y,low,150,Z,low,236,Y,medium,445,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-03-2024,13:11:00,14:55:00,14-03-2024 14:46,Mbappe Neymar Prove,Lomachenko,Senator,R,Senator Ben Sasse (NE),Proud Judge Kavanaugh
301,low,357,Y,medium,292,Y,medium,169,X,high,54,Y,medium,109,Z,low,465,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",29-10-2024,11:57:00,13:36:00,29-10-2024 13:32,Basketball Legend Says,Point Tally Nba,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
302,low,170,Z,low,230,X,low,320,Y,medium,250,Y,medium,173,Y,high,260,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",03-09-2024,20:01:00,21:28:00,03-09-2024 21:19,Mbappe Neymar Prove,Lomachenko,Senator,R,Senator John Cornyn (TX),Analyze Senator
303,low,412,Z,high,439,Z,high,147,Z,medium,27,Y,medium,236,Z,low,66,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",16-06-2024,11:41:00,13:53:00,16-06-2024 13:48,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
304,low,18,Y,low,102,Y,low,68,Y,high,279,Z,high,236,X,low,85,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",23-10-2024,15:53:00,18:18:00,23-10-2024 18:16,Mbappe Neymar Prove,Lomachenko,Senator,R,Senator Ben Sasse (NE),Chairman Ask Question
305,low,493,X,medium,409,X,low,190,Y,medium,314,Z,high,349,Z,low,313,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",04-02-2024,07:06:00,08:41:00,04-02-2024 08:37,New Covid Lockdowns,Lomachenko,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
306,medium,419,Z,high,239,Z,high,243,X,high,126,Y,high,223,X,high,448,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",15-07-2024,08:31:00,10:27:00,15-07-2024 10:19,Basketball Legend Says,Qualifying Winter Olympics,Senator,R,Senator Ben Sasse (NE),Chairman Ask Question
307,low,326,Y,high,466,Y,medium,90,Y,medium,189,Y,medium,422,Z,low,493,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-06-2024,13:24:00,15:16:00,14-06-2024 15:09,Bob Baffert Suspended,Hold Fastest Marathon,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
308,low,310,X,medium,229,Y,medium,478,Y,low,167,X,high,241,Y,medium,360,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",07-09-2024,11:18:00,13:19:00,07-09-2024 13:10,Voice Cnn Masai,Hold Fastest Marathon,Senator,R,Senator Ben Sasse (NE),Kavanaugh Dissents President
309,low,126,Y,high,172,Y,low,68,Z,high,279,X,high,496,Y,medium,440,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",07-09-2024,14:20:00,16:00:00,07-09-2024 15:58,Voice Cnn Masai,Said Alicia Keys,Chairman,R,Senator Chuck Grassley (IA),Chairman Ask Question
310,high,215,Z,low,422,Y,medium,53,Z,low,231,Z,medium,499,Z,medium,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",06-02-2024,06:10:00,09:16:00,06-02-2024 09:06,Golf Black Professional,Hold Fastest Marathon,Senator,D,Senator Chris Coons (DE),Kavanaugh Dissents President
311,low,50,X,high,93,Y,medium,237,X,high,66,Y,low,213,Y,low,98,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",07-07-2024,07:15:00,10:35:00,07-07-2024 10:27,Golf Black Professional,Point Tally Nba,Chairman,R,Senator Chuck Grassley (IA),Executive Privilege Limit
312,high,169,Y,medium,2,Z,medium,227,Y,medium,0,Y,high,382,Z,low,232,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",21-04-2024,11:23:00,14:17:00,21-04-2024 14:08,Golf Black Professional,Point Tally Nba,Senator,R,Senator Jeff Flake (AZ),Kavanaugh Dissents President
313,low,294,X,low,253,Z,medium,442,Y,high,221,Y,high,226,Z,high,49,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",21-10-2024,08:59:00,12:13:00,21-10-2024 12:05,Golf Black Professional,Niger State Television,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
314,low,181,Z,low,229,Y,low,377,Y,medium,282,X,medium,437,Z,medium,336,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",10-09-2024,20:57:00,21:13:00,10-09-2024 21:08,Golf Black Professional,Point Tally Nba,Senator,R,Senator Jeff Flake (AZ),Kavanaugh Dissents President
315,medium,385,X,high,62,Z,high,439,Z,medium,384,X,low,383,X,high,164,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",20-02-2024,18:21:00,22:01:00,20-02-2024 21:55,Smitten Aussie Tennis,Said Alicia Keys,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
316,high,426,Z,high,497,X,high,233,Z,medium,279,X,medium,169,Z,medium,169,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-06-2024,11:23:00,12:39:00,22-06-2024 12:32,Winter Olympics Don,Qualifying Winter Olympics,Senator,R,Senator Jeff Flake (AZ),Kavanaugh Dissents President
317,low,280,Z,low,19,Z,low,77,X,low,41,Z,low,160,Y,low,1,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",18-07-2024,18:07:00,22:03:00,18-07-2024 21:53,Bob Baffert Suspended,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
318,low,170,Z,low,294,X,high,360,X,high,298,Y,low,440,X,medium,499,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",15-09-2024,16:19:00,19:20:00,15-09-2024 19:10,Smitten Aussie Tennis,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Analyze Senator
319,high,151,Y,high,130,Z,low,109,X,medium,451,X,low,236,Z,high,213,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",12-12-2024,17:50:00,19:10:00,12-12-2024 19:00,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
320,low,273,Z,low,148,Y,low,318,Z,medium,119,Y,low,347,Z,low,392,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",12-06-2024,13:05:00,15:58:00,12-06-2024 15:54,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
321,low,359,X,low,105,Y,high,205,X,medium,42,X,low,338,Z,medium,259,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",10-04-2024,15:13:00,15:36:00,10-04-2024 15:35,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
322,low,63,X,high,194,X,low,174,X,high,201,Z,medium,82,Z,high,320,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",25-04-2024,16:28:00,17:01:00,25-04-2024 16:59,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
323,high,223,X,high,333,Y,low,59,Y,medium,280,X,low,118,Y,high,233,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",06-06-2024,14:23:00,18:12:00,06-06-2024 18:02,Smitten Aussie Tennis,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
324,high,220,X,high,161,Z,medium,68,Z,low,311,X,low,450,Y,medium,343,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",28-08-2024,20:09:00,23:56:00,28-08-2024 23:54,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
325,high,143,Y,low,360,X,low,344,Z,low,56,Z,low,139,X,low,99,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",26-05-2024,16:51:00,19:51:00,26-05-2024 19:42,Smitten Aussie Tennis,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
326,medium,118,Y,high,223,Z,low,170,Z,high,328,Z,low,434,Y,medium,498,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",09-03-2024,12:03:00,13:28:00,09-03-2024 13:22,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
327,low,420,Z,low,392,X,low,368,Z,low,171,Z,medium,178,X,medium,213,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",16-06-2024,13:59:00,14:23:00,16-06-2024 14:18,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
328,low,216,X,high,222,Y,low,493,Z,high,15,Y,low,423,Z,high,5,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-01-2024,17:41:00,18:14:00,22-01-2024 18:05,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Kavanaugh Dissents President
329,high,288,Y,medium,182,Y,high,360,Z,medium,461,Y,medium,288,Z,low,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",10-03-2024,07:44:00,08:23:00,10-03-2024 08:17,Winter Olympics Don,Qualifying Winter Olympics,Senator,R,Senator John Cornyn (TX),Chairman Ask Question
330,high,19,Z,low,253,Z,high,474,X,low,267,X,high,49,Z,medium,11,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",30-04-2024,14:11:00,14:35:00,30-04-2024 14:27,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
331,low,141,X,high,343,X,high,235,Y,high,152,X,high,135,Y,low,236,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-08-2024,18:36:00,22:14:00,22-08-2024 22:05,Smitten Aussie Tennis,Qualifying Winter Olympics,Senator,R,Senator John Cornyn (TX),Chairman Ask Question
332,high,111,Z,medium,229,Z,medium,188,Y,high,408,Y,low,236,Z,high,392,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",20-12-2024,18:29:00,18:58:00,20-12-2024 18:52,Smitten Aussie Tennis,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
333,high,164,Y,low,453,Z,medium,421,Y,high,398,Z,medium,104,X,high,185,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",09-05-2024,21:54:00,01:47:00,10-05-2024 01:40,Winter Olympics Don,Qualifying Winter Olympics,Senator,R,Senator John Cornyn (TX),Chairman Ask Question
334,high,420,Y,high,258,X,low,331,Z,medium,103,Z,medium,113,Y,high,104,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",25-07-2024,16:28:00,17:30:00,25-07-2024 17:28,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
335,high,420,X,high,148,Y,high,302,Z,high,480,Z,medium,74,Z,low,120,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",17-11-2024,20:41:00,00:22:00,18-11-2024 00:17,Winter Olympics Don,Qualifying Winter Olympics,Senator,R,Senator John Cornyn (TX),Chairman Ask Question
336,medium,451,X,medium,229,Z,high,320,Y,low,265,Z,low,236,Z,high,342,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",07-12-2024,07:05:00,10:08:00,07-12-2024 10:03,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
337,low,211,Z,medium,196,X,medium,496,Z,low,131,Y,high,404,Z,medium,286,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",11-12-2024,13:39:00,14:45:00,11-12-2024 14:41,Smitten Aussie Tennis,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
338,low,385,Z,high,27,Y,low,343,Y,medium,223,Z,low,468,Y,medium,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",10-04-2024,20:57:00,22:32:00,10-04-2024 22:22,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Analyze Senator
339,low,80,X,medium,17,Y,high,407,X,high,93,Z,low,442,X,low,257,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-04-2024,14:43:00,18:17:00,14-04-2024 18:10,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
340,low,407,Y,high,185,X,low,17,Y,medium,424,X,high,441,Z,medium,159,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-06-2024,12:32:00,12:53:00,14-06-2024 12:48,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
341,high,305,Y,medium,145,Z,low,361,X,medium,134,Z,medium,452,Y,high,467,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",20-03-2024,17:09:00,18:19:00,20-03-2024 18:09,Climate Action Opinion,Warming Caused Humans,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
342,low,19,Y,high,442,Z,high,158,X,high,219,Y,low,283,Y,low,115,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",21-03-2024,14:08:00,17:43:00,21-03-2024 17:37,Smitten Aussie Tennis,Qualifying Winter Olympics,Senator,R,Senator John Cornyn (TX),Chairman Ask Question
343,high,344,Z,low,365,X,high,61,X,low,34,X,high,410,X,medium,418,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",05-12-2024,09:41:00,12:06:00,05-12-2024 12:02,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Kavanaugh Dissents President
344,high,239,Y,low,395,Y,medium,138,Y,medium,471,Y,low,317,Z,low,388,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",07-10-2024,14:28:00,17:08:00,07-10-2024 17:03,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Executive Privilege Limit
345,medium,420,X,low,272,Z,low,416,X,medium,279,X,high,68,X,low,3,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",29-06-2024,10:26:00,12:38:00,29-06-2024 12:34,Winter Olympics Don,Qualifying Winter Olympics,Senator,R,Senator John Neely Kennedy (LA),Chairman Ask Question
346,low,423,X,low,55,X,medium,408,X,medium,326,Y,high,12,Z,medium,85,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",10-04-2024,07:48:00,10:36:00,10-04-2024 10:27,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
347,low,268,Z,high,425,X,high,152,X,low,176,Y,medium,48,Z,medium,276,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",28-03-2024,09:41:00,10:11:00,28-03-2024 10:06,Winter Olympics Don,Qualifying Winter Olympics,Senator,R,Senator John Neely Kennedy (LA),Kavanaugh Dissents President
