"id","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","DR1","DR2","DR3","DR4","DR5"
881,"Z","low",489,"Y","high",290,"X","low",229,"Y","high",75,"X","high",445,"Y","",241,"Z","low",81,"","","","","28-03-2024","18:37:00","22:14:00","28-03-2024 22:12","Martin Luther King Day: Legacy of 'I have a dream' speech becomes nightmare for Atlanta sports team owner  - CNN","There's a distance of just over two miles between the Lincoln Memorial and the US Capitol. It was in 1963, on the Lincoln Memorial's steps, that The Rev. Martin Luther King Jr. told the 250,000 people gathered there: ""I have a dream that one day [...] the rough places will be made plain and the crooked places will be made straight [...] and all flesh shall see it together."" ","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Judge, do you not think that what you have described for us in deciding cases on a case-by-case basis has an important foundation in fairness to the litigants, the parties that come to your court? Because how would somebody feel if they know you have already announced, in all cases that have to do with subject X, I have made up my mind, I do not care what the facts are? Is that not unfair to the litigants?",0.306493489518957,0.634584488114658,-1.30360079678013,0.39832947545047,0.649650687492978
882,"Y","medium",415,"X","low",42,"Y","medium",87,"Z","medium",291,"Z","medium",291,"X","high",71,"Z","low",56,"","","","","21-12-2024","17:59:00","21:13:00","21-12-2024 21:12","NFL playoffs: Quarterbacks Tom Brady and Drew Brees go head-to-head as New Orleans Saints play Tampa Bay Buccaneers - CNN","Should this NFL game be shown as a live broadcast or on the History Channel?","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. It can be, Senator, at least where an overbroad ruling may resolve things that people who are affected by it may have thought that, well, I was not part of that case; why am I now affected in a particular way? I think one of the things I can say about how I have tried to write my opinions, the 300 opinions, is that I am always concerned aboutÑÑ [Disturbance in the hearing room.] Judge KAVANAUGH. I am always concerned about unintended consequences. This is one of the reasons I always go through so many drafts of my opinions and really work through them, is even just a sloppy footnote or an ambiguous word in an opinionÑit is true when you are drafting laws here too, butÑÑ [Disturbance in the hearing room.] Judge KAVANAUGH. You are concerned about unintended consequences, which is why it is so important to be clear in the opinions and to be exactly precise and notÑÑ [Disturbance in the hearing room.] Judge KAVANAUGH. To decide too much. [Disturbance in the hearing room.]",-1.05029160009975,-1.63898409984604,-0.908383307348269,-0.0417843125350067,1.72396801217217
883,"Y","high",282,"Y","low",183,"Y","high",404,"Z","low",274,"X","high",257,"X","low",216,"X","medium",211,"","","","","03-06-2024","17:28:00","19:00:00","03-06-2024 18:58","Justin Thomas apologizes for using 'inexcusable' anti-gay slur - CNN","Golfer Justin Thomas has apologized for using a homophobic slur that was caught by television microphones at a PGA Tour tournament in Hawaii on Saturday.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Judge, let me ask you to tell us a little bit about September 11, 2001. Where were you when you heard that the planes hit the World Trade Center, and in Washington, DC, another plane hit the Pentagon here?",-1.71489748209961,-0.146274940841774,-0.20463638584718,-1.72933804779136,0.639439746775617
884,"Y","medium",9,"Y","low",101,"Z","medium",158,"Z","medium",292,"","low",261,"Y","high",27,"Z","low",131,"","","","","16-08-2024","09:56:00","13:48:00","16-08-2024 13:47","Salisbury Cathedral: Covid-19 vaccines are given with organ music - CNN","England's historic Salisbury Cathedral was transformed into a Covid-19 vaccination center on Saturday, with patients vaccinated while organ music was played in the picturesque building. ","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I remember I was in the West Wing when they hit the second tower. I remember that, up in the upstairs CounselÕs office, with a couple of other people in the CounselÕs office. And then we were ushered downstairs and then told to get out, run out, because there was fear, as we later learned, about Flight 93. I do not know whether it was headed to the Capitol or the White House or some other target, of course. And the heroes of Flight 93 saved so many Americans, a sacrifice that we still, of course, all celebrate in the sense of celebrating their lives and their heroism for saving all of us here in Washington. But I ended up out in Lafayette Park with the rest of the staff, bewildered. It changed America, it changed the world, it changed the Presidency, it changed Congress, it changed the course, all the issues that came before us. It was a new kind of war, as President Bush described, with an enemy that did not wear uniforms and that would attack civilians. So new kinds of laws had to be considered in Congress, had to work through that. And President Bush had to focus so intently. As I have said before, my remembrance of September 12, his basic mentality of this will not happen again. Having traveled with him from 2003 to 2006 everywhere as staff secretary and seeing him up close, I still think every day I was with him during those years, every morning when he got up, it was still September 12, 2001, this will not happen again. And to see that focusÑof course, he had to do all the other things of the Presidency and all the other legislative and regulatory and ceremonial aspects. But he was so focused on that, and I am sure that has been true of the succeeding Presidents as well, because the threat still exists, of course.",0.370535927291903,-1.36909923925495,-0.435823641419176,-2.04569679725711,-0.185780655180528
885,"Y","low",96,"X","low",420,"Z","low",38,"Y","medium",169,"Y","high",341,"X","low",270,"X","medium",166,"","","","","10-06-2024","06:20:00","08:41:00","10-06-2024 08:32","47 Australian Open players in quarantine after positive Covid-19 tests on two charter flights - CNN","Preparations for the Australian Open hit a major stumbling block on Saturday after 47 players were told they couldn't train or practice after some passengers on two charter planes arriving in Melbourne returned positive Covid-19 test results.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Well, as we came to learn, Osama bin LadenÑ and al-QaedaÑwas responsible for that attack and has now morphed into other organizations like ISIS and the like. But I want to ask you, you had to then sit in judgment later on in a case, the Hamdan case, which you alluded to earlier, where the defendant was Osama bin LadenÕs personal bodyguard and driver. He was captured by U.S. forces in Afghanistan after 9/11 and detained in Guantanamo Bay. He subsequently went through a military tribunal, and then that case was appealed to your court. Just correct me if I am wrong, but notwithstanding the experience that you and everybody you cared about, having been through this terrible travesty of 9/11, you ruled in favor of Osama bin LadenÕs bodyguard and driver; correct?",-0.713059200705451,-0.10174166356672,-0.0923046562446241,-0.293309122680149,0.279442028549984
886,"X","low",228,"X","medium",420,"Z","high",294,"X","medium",334,"Z","high",381,"X","high",236,"X","",382,"","","","","10-01-2024","19:30:00","21:07:00","10-01-2024 21:03","Belgium protests over a man's death in police custody result in more than 100 arrests - CNN","More than a hundred people were arrested in Brussels on Wednesday night after violent protests over the death of a man in police custody. ","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. That is correct. I wrote the majority opinion.",0.614881194804188,-1.16923000228714,1.4004903344987,0.591209157878886,-0.419703707622725
887,"Z","high",223,"X","low",2,"X","low",328,"Y","medium",442,"X","high",100,"Y","high",195,"X","high",341,"","","","","26-04-2024","09:51:00","13:16:00","26-04-2024 13:08","Dakar Rally rider Pierre Cherpin dies after sustaining injuries in crash - CNN","Dakar Rally rider Pierre Cherpin has passed away from injuries sustained in a crash on January 10, race organizers announced on Friday.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. How could you do that? How could you possibly do that?",-2.35800079005321,0.273199734087883,0.352359377843331,0.740044320030913,0.421119765226424
888,"Z","low",246,"X","high",13,"Z","high",499,"Z","high",302,"X","medium",496,"Y","low",222,"Y","medium",398,"","","","","02-06-2024","20:54:00","00:04:00","03-06-2024 00:00","Angel Cabrera: Two-time golf major winner arrested in Brazil - CNN","Federal Police in Brazil have arrested golfer Angel Cabrera on an Interpol red notice for alleged crimes committed in Argentina.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. The rule of law applies to all who come before the courts of the United States.",-0.48319533858595,-1.32112602489231,-1.7238153294581,1.56832171053196,0.39548969186859
889,"Z","high",280,"X","low",456,"Y","low",243,"Z","low",436,"Y","high",380,"X","",310,"X","high",407,"","","","","03-04-2024","09:20:00","12:36:00","03-04-2024 12:28","Man who accidentally threw out a bitcoin fortune offers $70 million for permission to dig it up - CNN","A British man who accidentally threw a hard drive loaded with bitcoin into the trash has offered the local authority where he lives more than $70 million if it allows him to excavate a landfill site. ","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Even an enemy combatant?",-2.25154951580919,0.384964190237393,1.21605024846635,1.26261012116266,0.948614209439068
890,"Y","low",360,"Z","low",78,"X","medium",399,"X","medium",385,"Y","medium",103,"Z","",413,"Y","",124,"","","","","02-10-2024","13:13:00","15:22:00","02-10-2024 15:18","James Naismith: Google doodle celebrates basketball inventor - CNN","James Naismith, the Canadian-American who invented the game of basketball, is celebrated with a Google Doodle on Friday.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Equal justice under law. Everyone is entitled toÑÑ",-0.395206385280767,0.797051414994418,-1.27088976544518,-0.295425478260762,0.143795673383829
