"id","Fare","Cabin","Embarked","ExtraCol1","ExtraCol2","ExtraCol3","ExtraCol4","ExtraCol5","ExtraCol6","ExtraCol7","ExtraCol8","ExtraCol9","ExtraCol10","ExtraCol11","ExtraCol12","ExtraCol13","ExtraCol14","ExtraCol15","ExtraCol16","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol4_ef_bin","ExtraCol4_ef_bin_num","ExtraCol7_ef_bin","ExtraCol7_ef_bin_num","ExtraCol10_ef_bin","ExtraCol10_ef_bin_num"
681,8.1375,"Missing","Q","72","","",83,"D","medium",2,"","",54,"","low",148,"Y","",251,"X","high",233,"X","medium",173,"ExtraCol4_5",5,"ExtraCol7_1",1,"ExtraCol10_3",3
682,76.7292,"D49","C","13","D","",NA,"A","",NA,"D","unknown",50,"Z","low",350,"Y","",257,"Y","medium",495,"Z","medium",NA,NA,NA,NA,NA,"ExtraCol10_3",3
683,9.225,"Missing","S","95","","",NA,"","",80,"B","unknown",23,"Y","",120,"X","",104,"X","high",80,"Y","medium",301,NA,NA,"ExtraCol7_4",4,"ExtraCol10_2",2
684,46.9,"Missing","S","95","A","medium",NA,"","high",17,"","high",26,"X","low",90,"Z","high",229,"Y","high",61,"Z","low",137,NA,NA,"ExtraCol7_1",1,"ExtraCol10_2",2
685,39,"Missing","S","16","D","",6,"D","low",NA,"B","low",89,"Y","high",NA,"","high",0,"X","medium",281,"X","low",152,"ExtraCol4_1",1,NA,NA,"ExtraCol10_5",5
686,41.5792,"Missing","C","80","A","",69,"D","",90,"","unknown",NA,"Y","low",416,"Z","low",250,"X","",341,"X","",240,"ExtraCol4_4",4,"ExtraCol7_5",5,NA,NA
687,39.6875,"Missing","S","Missing","C","",65,"","high",49,"","medium",NA,"Z","medium",459,"X","low",NA,"X","low",490,"Z","",289,"ExtraCol4_4",4,"ExtraCol7_3",3,NA,NA
688,10.1708,"Missing","S","59","D","unknown",58,"D","medium",48,"B","",NA,"Z","medium",230,"Z","high",392,"Y","high",232,"","",68,"ExtraCol4_3",3,"ExtraCol7_3",3,NA,NA
689,7.7958,"Missing","S","44","C","low",5,"B","high",42,"A","medium",15,"Y","medium",71,"X","high",331,"Z","high",100,"X","low",24,"ExtraCol4_1",1,"ExtraCol7_3",3,"ExtraCol10_1",1
690,211.3375,"B5","S","78","A","low",49,"C","low",37,"","",NA,"X","medium",271,"X","medium",402,"Y","low",270,"X","high",NA,"ExtraCol4_3",3,"ExtraCol7_2",2,NA,NA
691,57,"B20","S","99","D","high",89,"A","medium",38,"A","",NA,"","high",340,"","high",332,"X","",153,"Y","medium",177,"ExtraCol4_5",5,"ExtraCol7_2",2,NA,NA
692,13.4167,"Missing","C","79","A","medium",23,"A","high",55,"C","",64,"X","high",485,"X","low",389,"X","medium",89,"X","high",291,"ExtraCol4_2",2,"ExtraCol7_3",3,"ExtraCol10_4",4
693,56.4958,"Missing","S","Missing","C","",69,"A","high",NA,"A","",NA,"Z","high",56,"X","medium",218,"Z","low",44,"Z","medium",374,"ExtraCol4_4",4,NA,NA,NA,NA
694,7.225,"Missing","C","94","","low",85,"C","unknown",NA,"A","",23,"Y","",328,"Z","medium",301,"","low",361,"Z","high",307,"ExtraCol4_5",5,NA,NA,"ExtraCol10_2",2
695,26.55,"Missing","S","9","","",NA,"","unknown",86,"D","medium",18,"Y","high",256,"X","low",319,"Y","low",321,"Z","",52,NA,NA,"ExtraCol7_5",5,"ExtraCol10_2",2
696,13.5,"Missing","S","25","","medium",51,"D","",11,"A","unknown",NA,"","",294,"Z","high",286,"Y","low",83,"","high",498,"ExtraCol4_3",3,"ExtraCol7_1",1,NA,NA
697,8.05,"Missing","S","72","A","medium",NA,"","low",30,"B","",7,"Y","high",46,"X","medium",285,"Y","low",279,"Y","low",357,NA,NA,"ExtraCol7_2",2,"ExtraCol10_1",1
698,7.7333,"Missing","Q","59","D","high",69,"C","",75,"C","unknown",NA,"Y","low",8,"Y","low",390,"Z","low",442,"Y","low",24,"ExtraCol4_4",4,"ExtraCol7_4",4,NA,NA
699,110.8833,"C68","C","5","A","",NA,"","low",54,"B","medium",86,"X","low",303,"Y","low",119,"Z","medium",409,"","low",381,NA,NA,"ExtraCol7_3",3,"ExtraCol10_5",5
700,7.65,"F G63","S","9","","medium",NA,"B","",33,"B","medium",30,"Y","high",99,"Z","",158,"","medium",226,"Y","",440,NA,NA,"ExtraCol7_2",2,"ExtraCol10_2",2
701,227.525,"C62 C64","C","52","","low",NA,"A","low",31,"","low",NA,"X","high",306,"Z","",259,"Y","low",28,"Y","medium",284,NA,NA,"ExtraCol7_2",2,NA,NA
702,26.2875,"E24","S","61","C","high",71,"","",11,"","",NA,"X","low",13,"Z","high",322,"Z","low",317,"Y","high",416,"ExtraCol4_4",4,"ExtraCol7_1",1,NA,NA
703,14.4542,"Missing","C","16","C","low",24,"C","low",NA,"D","low",25,"X","high",400,"Z","low",257,"Y","medium",258,"Y","high",443,"ExtraCol4_2",2,NA,NA,"ExtraCol10_2",2
704,7.7417,"Missing","Q","17","C","medium",75,"","high",NA,"C","medium",6,"Y","low",166,"X","medium",99,"","high",460,"Z","low",482,"ExtraCol4_4",4,NA,NA,"ExtraCol10_1",1
705,7.8542,"Missing","S","Missing","C","",54,"C","",41,"D","unknown",NA,"Z","low",NA,"X","medium",411,"Z","high",276,"Y","medium",477,"ExtraCol4_3",3,"ExtraCol7_3",3,NA,NA
706,26,"Missing","S","56","D","low",93,"D","high",NA,"C","high",2,"X","high",172,"Y","medium",272,"X","high",368,"Z","medium",96,"ExtraCol4_5",5,NA,NA,"ExtraCol10_1",1
707,13.5,"Missing","S","Missing","","medium",65,"C","high",27,"","high",42,"X","low",209,"X","",216,"Y","low",264,"X","low",17,"ExtraCol4_4",4,"ExtraCol7_2",2,"ExtraCol10_3",3
708,26.2875,"E24","S","Missing","D","",NA,"A","low",NA,"","unknown",3,"Y","low",265,"Y","high",439,"Y","high",270,"Y","medium",325,NA,NA,NA,NA,"ExtraCol10_1",1
709,151.55,"Missing","S","47","D","unknown",97,"B","",NA,"C","unknown",NA,"X","high",322,"Y","high",218,"","low",158,"Y","low",339,"ExtraCol4_5",5,NA,NA,NA,NA
710,15.2458,"Missing","C","Missing","D","unknown",99,"D","unknown",40,"C","unknown",NA,"X","medium",344,"X","medium",80,"Y","low",201,"Z","high",NA,"ExtraCol4_5",5,"ExtraCol7_2",2,NA,NA
711,49.5042,"C90","C","Missing","","low",74,"A","high",25,"D","",32,"Y","medium",495,"X","high",492,"X","low",147,"X","low",118,"ExtraCol4_4",4,"ExtraCol7_2",2,"ExtraCol10_2",2
712,26.55,"C124","S","Missing","D","high",59,"A","medium",63,"","",NA,"Y","high",89,"Z","low",191,"Y","low",231,"X","low",474,"ExtraCol4_3",3,"ExtraCol7_4",4,NA,NA
713,52,"C126","S","72","A","high",11,"D","unknown",54,"B","",NA,"X","low",435,"Y","low",447,"Y","medium",475,"Y","low",204,"ExtraCol4_1",1,"ExtraCol7_3",3,NA,NA
714,9.4833,"Missing","S","76","D","medium",NA,"","",57,"A","",NA,"X","high",300,"Z","low",258,"Y","low",170,"Z","",370,NA,NA,"ExtraCol7_3",3,NA,NA
715,13,"Missing","S","Missing","C","medium",47,"D","",NA,"","high",NA,"X","low",154,"","low",121,"Y","high",231,"Y","high",311,"ExtraCol4_3",3,NA,NA,NA,NA
716,7.65,"F G73","S","79","","",78,"","low",72,"","medium",36,"Z","medium",458,"Y","high",188,"Z","high",473,"Y","high",447,"ExtraCol4_4",4,"ExtraCol7_4",4,"ExtraCol10_2",2
717,227.525,"C45","C","51","C","medium",58,"C","",NA,"D","",NA,"Y","low",353,"Z","low",455,"Z","medium",75,"X","high",356,"ExtraCol4_3",3,NA,NA,NA,NA
718,10.5,"E101","S","Missing","B","low",43,"C","",83,"C","low",25,"","low",92,"X","",472,"Z","low",126,"Z","high",NA,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_2",2
719,15.5,"Missing","Q","Missing","","",NA,"A","low",42,"A","",NA,"X","low",87,"X","medium",68,"X","high",246,"Z","medium",420,NA,NA,"ExtraCol7_3",3,NA,NA
720,7.775,"Missing","S","59","D","medium",NA,"","",40,"C","medium",73,"Z","medium",329,"Z","high",493,"Z","low",204,"X","low",27,NA,NA,"ExtraCol7_2",2,"ExtraCol10_4",4
721,33,"Missing","S","13","A","",NA,"","",38,"B","low",75,"","high",364,"Z","low",426,"Z","high",170,"Z","medium",352,NA,NA,"ExtraCol7_2",2,"ExtraCol10_4",4
722,7.0542,"Missing","S","93","B","low",NA,"D","medium",42,"","unknown",51,"Z","low",22,"X","high",323,"Z","high",389,"X","low",293,NA,NA,"ExtraCol7_3",3,"ExtraCol10_3",3
723,13,"Missing","S","84","","low",NA,"","low",66,"B","medium",75,"Z","medium",314,"Y","medium",91,"Z","low",249,"Y","low",388,NA,NA,"ExtraCol7_4",4,"ExtraCol10_4",4
724,13,"Missing","S","Missing","","unknown",87,"D","low",49,"C","medium",59,"Y","high",265,"Y","low",293,"Z","low",182,"Z","high",112,"ExtraCol4_5",5,"ExtraCol7_3",3,"ExtraCol10_3",3
725,53.1,"E8","S","78","D","low",11,"D","unknown",12,"A","medium",NA,"Z","high",NA,"Z","low",212,"Z","high",NA,"Z","low",299,"ExtraCol4_1",1,"ExtraCol7_1",1,NA,NA
726,8.6625,"Missing","S","11","A","high",40,"A","unknown",56,"C","medium",35,"Z","high",370,"Y","high",62,"Z","high",443,"X","low",142,"ExtraCol4_2",2,"ExtraCol7_3",3,"ExtraCol10_2",2
727,21,"Missing","S","Missing","C","high",51,"","",NA,"D","unknown",51,"Z","low",454,"X","high",491,"Y","medium",491,"X","medium",58,"ExtraCol4_3",3,NA,NA,"ExtraCol10_3",3
728,7.7375,"Missing","Q","8","D","high",NA,"C","low",10,"","high",NA,"X","medium",17,"Z","high",301,"Y","low",121,"Z","low",287,NA,NA,"ExtraCol7_1",1,NA,NA
729,26,"Missing","S","48","D","unknown",16,"C","",NA,"A","low",76,"X","medium",382,"Z","medium",48,"Y","medium",20,"X","high",10,"ExtraCol4_1",1,NA,NA,"ExtraCol10_4",4
730,7.925,"Missing","S","65","A","",NA,"D","",31,"A","low",NA,"Z","medium",166,"Y","high",170,"Z","medium",15,"Z","high",46,NA,NA,"ExtraCol7_2",2,NA,NA
731,211.3375,"B5","S","72","","",59,"","medium",NA,"","",5,"Z","low",276,"Z","low",419,"Y","low",222,"X","medium",264,"ExtraCol4_3",3,NA,NA,"ExtraCol10_1",1
732,18.7875,"Missing","C","41","","low",NA,"","medium",17,"D","",49,"Y","low",438,"X","low",221,"","high",314,"X","low",449,NA,NA,"ExtraCol7_1",1,"ExtraCol10_3",3
733,0,"Missing","S","Missing","","",16,"B","high",NA,"D","",7,"X","high",434,"X","high",247,"Z","medium",25,"Y","high",357,"ExtraCol4_1",1,NA,NA,"ExtraCol10_1",1
734,13,"Missing","S","Missing","B","high",42,"D","",NA,"","unknown",19,"Y","low",112,"Z","low",71,"X","low",254,"Z","medium",7,"ExtraCol4_2",2,NA,NA,"ExtraCol10_2",2
735,13,"Missing","S","20","","unknown",72,"D","",13,"B","medium",37,"Y","high",120,"Y","medium",NA,"Z","",199,"X","low",54,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_2",2
736,16.1,"Missing","S","Missing","","medium",73,"","unknown",NA,"A","",0,"Y","low",361,"X","medium",488,"Y","medium",466,"Z","high",215,"ExtraCol4_4",4,NA,NA,"ExtraCol10_1",1
737,34.375,"Missing","S","Missing","B","",19,"C","unknown",31,"B","low",22,"Y","medium",NA,"Z","low",476,"Z","medium",301,"Z","high",214,"ExtraCol4_1",1,"ExtraCol7_2",2,"ExtraCol10_2",2
738,512.3292,"B101","C","Missing","","unknown",NA,"","medium",58,"B","medium",54,"","medium",306,"X","high",47,"X","",211,"X","medium",19,NA,NA,"ExtraCol7_3",3,"ExtraCol10_3",3
739,7.8958,"Missing","S","Missing","","high",89,"","",56,"C","medium",37,"Y","high",27,"X","low",274,"X","low",293,"X","medium",128,"ExtraCol4_5",5,"ExtraCol7_3",3,"ExtraCol10_2",2
740,7.8958,"Missing","S","89","A","unknown",22,"A","",NA,"D","",89,"Z","high",81,"Y","high",340,"Z","low",67,"Y","high",63,"ExtraCol4_2",2,NA,NA,"ExtraCol10_5",5
741,30,"D45","S","81","A","",2,"C","medium",58,"D","",9,"X","low",374,"Y","low",440,"Z","low",237,"Y","low",NA,"ExtraCol4_1",1,"ExtraCol7_3",3,"ExtraCol10_1",1
742,78.85,"C46","S","76","C","medium",95,"","unknown",56,"","low",NA,"Z","high",370,"Z","",279,"Y","low",164,"X","medium",329,"ExtraCol4_5",5,"ExtraCol7_3",3,NA,NA
743,262.375,"B57 B59 B63 B66","C","Missing","B","",52,"A","",8,"A","high",59,"Z","low",448,"Y","low",434,"Y","medium",90,"Y","medium",195,"ExtraCol4_3",3,"ExtraCol7_1",1,"ExtraCol10_3",3
744,16.1,"Missing","S","27","","high",77,"","",NA,"","medium",64,"Y","high",266,"X","medium",NA,"Y","medium",196,"Z","medium",285,"ExtraCol4_4",4,NA,NA,"ExtraCol10_4",4
745,7.925,"Missing","S","79","D","low",32,"","",11,"B","medium",67,"Y","high",213,"Z","low",7,"Y","high",319,"X","",100,"ExtraCol4_2",2,"ExtraCol7_1",1,"ExtraCol10_4",4
746,71,"B22","S","36","A","unknown",NA,"A","",43,"B","low",5,"Y","low",56,"Y","low",232,"","",291,"X","low",425,NA,NA,"ExtraCol7_3",3,"ExtraCol10_1",1
747,20.25,"Missing","S","53","B","low",NA,"D","medium",36,"C","low",79,"Y","medium",390,"","medium",132,"Y","medium",481,"Z","low",2,NA,NA,"ExtraCol7_2",2,"ExtraCol10_5",5
748,13,"Missing","S","31","C","medium",NA,"A","",NA,"C","medium",33,"Z","high",474,"","high",377,"Y","low",137,"Y","medium",252,NA,NA,NA,NA,"ExtraCol10_2",2
749,53.1,"D30","S","31","D","",47,"C","unknown",NA,"D","medium",65,"","high",22,"Y","high",168,"X","low",349,"Z","high",160,"ExtraCol4_3",3,NA,NA,"ExtraCol10_4",4
750,7.75,"Missing","Q","Missing","C","high",NA,"","unknown",NA,"C","",NA,"Y","medium",245,"Y","high",203,"Y","low",275,"Y","medium",225,NA,NA,NA,NA,NA,NA
751,23,"Missing","S","Missing","B","high",NA,"B","low",41,"","unknown",39,"","low",177,"X","high",267,"Z","low",436,"Z","low",258,NA,NA,"ExtraCol7_3",3,"ExtraCol10_2",2
752,12.475,"E121","S","14","","unknown",NA,"A","unknown",6,"A","",70,"Y","medium",372,"Y","high",480,"Z","low",454,"Z","high",323,NA,NA,"ExtraCol7_1",1,"ExtraCol10_4",4
753,9.5,"Missing","S","Missing","D","",91,"","",0,"","medium",93,"Y","high",381,"Y","high",35,"Y","high",353,"Y","medium",464,"ExtraCol4_5",5,"ExtraCol7_1",1,"ExtraCol10_5",5
754,7.8958,"Missing","S","93","B","",NA,"A","",54,"D","",87,"Y","medium",108,"Z","medium",276,"Y","medium",211,"Y","high",280,NA,NA,"ExtraCol7_3",3,"ExtraCol10_5",5
755,65,"Missing","S","55","D","",NA,"","medium",NA,"D","high",NA,"Y","low",476,"Z","high",194,"X","high",266,"Y","low",113,NA,NA,NA,NA,NA,NA
756,14.5,"Missing","S","43","D","unknown",51,"D","medium",54,"B","medium",53,"Y","low",68,"Z","high",18,"Y","low",325,"X","low",NA,"ExtraCol4_3",3,"ExtraCol7_3",3,"ExtraCol10_3",3
757,7.7958,"Missing","S","73","","medium",NA,"D","",72,"","",52,"Z","low",390,"Y","medium",407,"Y","low",402,"Y","high",256,NA,NA,"ExtraCol7_4",4,"ExtraCol10_3",3
758,11.5,"Missing","S","38","A","",82,"","unknown",75,"A","",96,"Z","medium",NA,"Y","low",456,"X","low",114,"Y","low",432,"ExtraCol4_5",5,"ExtraCol7_4",4,"ExtraCol10_5",5
759,8.05,"Missing","S","Missing","D","unknown",72,"D","",87,"A","medium",20,"Z","",81,"Y","low",86,"X","medium",436,"Z","low",283,"ExtraCol4_4",4,"ExtraCol7_5",5,"ExtraCol10_2",2
760,86.5,"B77","S","Missing","A","",14,"","",NA,"C","",95,"Y","medium",336,"X","medium",379,"Y","medium",400,"Z","",434,"ExtraCol4_1",1,NA,NA,"ExtraCol10_5",5
761,14.5,"Missing","S","17","B","low",58,"D","medium",88,"C","low",64,"Z","high",135,"X","medium",350,"Z","medium",44,"Y","low",324,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_4",4
762,7.125,"Missing","S","55","","unknown",53,"","low",79,"C","unknown",NA,"Z","medium",137,"Z","medium",352,"Y","high",134,"Z","medium",285,"ExtraCol4_3",3,"ExtraCol7_4",4,NA,NA
763,7.2292,"Missing","C","Missing","C","high",NA,"","low",43,"","",NA,"X","medium",43,"X","high",230,"Z","medium",117,"Y","medium",164,NA,NA,"ExtraCol7_3",3,NA,NA
764,120,"B96 B98","S","93","B","high",NA,"B","medium",50,"B","medium",81,"Z","medium",373,"Z","",160,"","high",289,"Y","low",128,NA,NA,"ExtraCol7_3",3,"ExtraCol10_5",5
765,7.775,"Missing","S","36","C","unknown",NA,"B","",61,"A","high",NA,"Z","medium",403,"Z","medium",35,"Z","low",104,"X","medium",49,NA,NA,"ExtraCol7_4",4,NA,NA
766,77.9583,"D11","S","78","","medium",NA,"","",NA,"","",NA,"Y","high",252,"Z","high",17,"Z","medium",150,"X","low",274,NA,NA,NA,NA,NA,NA
767,39.6,"Missing","C","61","D","",51,"B","unknown",67,"C","",NA,"Z","low",387,"X","high",88,"Y","medium",94,"Z","low",460,"ExtraCol4_3",3,"ExtraCol7_4",4,NA,NA
768,7.75,"Missing","Q","47","","high",NA,"","unknown",58,"B","medium",72,"X","medium",174,"Y","medium",263,"Z","medium",33,"X","low",6,NA,NA,"ExtraCol7_3",3,"ExtraCol10_4",4
769,24.15,"Missing","Q","Missing","A","low",NA,"A","high",52,"C","unknown",91,"Z","low",282,"Z","medium",70,"X","high",229,"X","low",476,NA,NA,"ExtraCol7_3",3,"ExtraCol10_5",5
770,8.3625,"Missing","S","37","B","low",4,"B","",NA,"B","low",NA,"Y","low",393,"Y","low",343,"X","medium",159,"X","medium",429,"ExtraCol4_1",1,NA,NA,NA,NA
771,9.5,"Missing","S","65","A","",35,"","unknown",68,"C","unknown",NA,"Z","low",215,"Y","medium",309,"Y","medium",252,"Z","medium",219,"ExtraCol4_2",2,"ExtraCol7_4",4,NA,NA
772,7.8542,"Missing","S","98","D","",NA,"D","medium",93,"B","high",4,"Y","medium",308,"Z","low",172,"X","",106,"X","low",156,NA,NA,"ExtraCol7_5",5,"ExtraCol10_1",1
773,10.5,"E77","S","0","","high",NA,"A","medium",97,"B","low",63,"Y","high",72,"Z","medium",43,"Z","medium",143,"X","medium",290,NA,NA,"ExtraCol7_5",5,"ExtraCol10_4",4
774,7.225,"Missing","C","Missing","B","medium",NA,"C","low",82,"A","low",NA,"Y","high",253,"X","medium",258,"Z","medium",446,"Y","high",427,NA,NA,"ExtraCol7_5",5,NA,NA
775,23,"Missing","S","Missing","","low",NA,"D","high",29,"C","high",96,"Y","low",425,"","low",411,"X","low",402,"Y","low",14,NA,NA,"ExtraCol7_2",2,"ExtraCol10_5",5
776,7.75,"Missing","S","Missing","","high",44,"D","low",NA,"D","",NA,"Z","high",386,"Y","high",196,"Z","low",133,"Z","low",224,"ExtraCol4_3",3,NA,NA,NA,NA
777,7.75,"F38","Q","42","B","unknown",75,"D","high",29,"C","low",91,"Z","low",150,"Y","low",NA,"X","low",80,"X","high",23,"ExtraCol4_4",4,"ExtraCol7_2",2,"ExtraCol10_5",5
778,12.475,"Missing","S","11","","medium",33,"A","",NA,"","high",NA,"X","low",272,"Z","medium",143,"X","medium",487,"Y","medium",322,"ExtraCol4_2",2,NA,NA,NA,NA
779,7.7375,"Missing","Q","Missing","A","low",15,"B","low",NA,"","unknown",0,"Y","medium",309,"X","medium",40,"Z","high",NA,"X","",38,"ExtraCol4_1",1,NA,NA,"ExtraCol10_1",1
780,211.3375,"B3","S","85","B","",84,"D","high",88,"A","high",NA,"X","high",469,"X","",324,"Z","low",246,"X","medium",158,"ExtraCol4_5",5,"ExtraCol7_5",5,NA,NA
781,7.2292,"Missing","C","87","B","",77,"D","medium",68,"D","high",63,"X","medium",414,"Z","medium",444,"Z","high",349,"X","medium",369,"ExtraCol4_4",4,"ExtraCol7_4",4,"ExtraCol10_4",4
782,57,"B20","S","63","D","",NA,"C","medium",68,"A","low",NA,"Z","low",409,"Y","low",441,"Y","high",110,"X","low",375,NA,NA,"ExtraCol7_4",4,NA,NA
783,30,"D6","S","12","D","medium",NA,"D","high",95,"C","high",17,"Z","medium",376,"Z","low",479,"Y","low",214,"Z","low",113,NA,NA,"ExtraCol7_5",5,"ExtraCol10_1",1
784,23.45,"Missing","S","Missing","D","medium",77,"C","",68,"D","high",91,"Z","low",179,"X","high",53,"X","",195,"Z","high",256,"ExtraCol4_4",4,"ExtraCol7_4",4,"ExtraCol10_5",5
785,7.05,"Missing","S","Missing","","low",74,"A","unknown",14,"D","low",NA,"Y","",188,"Y","low",21,"Z","high",360,"X","high",92,"ExtraCol4_4",4,"ExtraCol7_1",1,NA,NA
786,7.25,"Missing","S","58","","medium",NA,"D","medium",NA,"B","medium",41,"Y","low",232,"Y","medium",284,"Z","medium",91,"Y","high",295,NA,NA,NA,NA,"ExtraCol10_3",3
787,7.4958,"Missing","S","Missing","B","unknown",NA,"A","medium",35,"D","",29,"Z","medium",213,"Z","low",475,"Y","",244,"X","low",4,NA,NA,"ExtraCol7_2",2,"ExtraCol10_2",2
788,29.125,"Missing","Q","68","B","medium",59,"B","unknown",63,"","unknown",NA,"X","low",478,"X","medium",498,"Z","high",416,"Z","high",406,"ExtraCol4_3",3,"ExtraCol7_4",4,NA,NA
789,20.575,"Missing","S","Missing","","high",NA,"A","low",63,"A","low",NA,"","high",437,"X","medium",139,"Y","medium",NA,"","medium",11,NA,NA,"ExtraCol7_4",4,NA,NA
790,79.2,"B82 B84","C","Missing","D","low",77,"C","",29,"","high",11,"","low",447,"Y","medium",187,"Z","medium",59,"Y","medium",304,"ExtraCol4_4",4,"ExtraCol7_2",2,"ExtraCol10_1",1
791,7.75,"Missing","Q","Missing","A","low",46,"A","unknown",NA,"D","high",NA,"Y","low",303,"Y","high",332,"Y","high",410,"X","high",202,"ExtraCol4_3",3,NA,NA,NA,NA
792,26,"Missing","S","45","B","high",90,"","medium",8,"D","high",98,"Y","high",95,"Z","low",456,"X","low",436,"Y","medium",111,"ExtraCol4_5",5,"ExtraCol7_1",1,"ExtraCol10_5",5
793,69.55,"Missing","S","Missing","C","low",NA,"D","low",29,"D","high",23,"X","high",71,"Z","medium",87,"Y","medium",215,"Z","",270,NA,NA,"ExtraCol7_2",2,"ExtraCol10_2",2
794,30.6958,"Missing","C","Missing","C","medium",NA,"","medium",82,"B","unknown",77,"Y","",137,"X","low",487,"Y","low",22,"Y","low",70,NA,NA,"ExtraCol7_5",5,"ExtraCol10_5",5
795,7.8958,"Missing","S","43","B","medium",91,"","unknown",65,"B","",2,"Z","low",325,"X","medium",408,"X","medium",270,"Y","high",289,"ExtraCol4_5",5,"ExtraCol7_4",4,"ExtraCol10_1",1
796,13,"Missing","S","29","C","low",47,"D","unknown",94,"","high",89,"X","low",182,"Y","low",34,"Z","high",149,"Z","medium",322,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_5",5
797,25.9292,"D17","S","96","","high",NA,"B","unknown",NA,"A","high",65,"Y","high",327,"Z","low",420,"X","medium",293,"Z","medium",NA,NA,NA,NA,NA,"ExtraCol10_4",4
798,8.6833,"Missing","S","Missing","A","unknown",NA,"C","",85,"","high",22,"X","high",439,"Y","high",320,"Z","high",69,"X","medium",180,NA,NA,"ExtraCol7_5",5,"ExtraCol10_2",2
799,7.2292,"Missing","C","31","","low",87,"","",17,"C","unknown",88,"X","high",167,"Z","",489,"Z","low",402,"Y","low",229,"ExtraCol4_5",5,"ExtraCol7_1",1,"ExtraCol10_5",5
800,24.15,"Missing","S","Missing","C","unknown",75,"A","medium",NA,"C","low",NA,"Y","high",463,"X","low",104,"Y","",342,"Y","medium",478,"ExtraCol4_4",4,NA,NA,NA,NA
801,13,"Missing","S","1","","high",16,"A","",5,"B","unknown",99,"Y","low",255,"Z","low",496,"","high",322,"Y","high",376,"ExtraCol4_1",1,"ExtraCol7_1",1,"ExtraCol10_5",5
802,26.25,"Missing","S","Missing","","",49,"A","unknown",9,"D","high",59,"Y","high",401,"X","low",23,"Y","low",256,"Y","low",2,"ExtraCol4_3",3,"ExtraCol7_1",1,"ExtraCol10_3",3
803,120,"B96 B98","S","51","","low",37,"D","",23,"C","unknown",44,"X","medium",NA,"Z","low",NA,"Z","low",110,"Z","high",144,"ExtraCol4_2",2,"ExtraCol7_2",2,"ExtraCol10_3",3
804,8.5167,"Missing","C","91","C","unknown",64,"D","unknown",28,"A","medium",5,"Y","high",137,"Z","high",223,"X","high",469,"Z","low",12,"ExtraCol4_4",4,"ExtraCol7_2",2,"ExtraCol10_1",1
805,6.975,"Missing","S","Missing","C","low",NA,"","",1,"","",26,"X","medium",465,"X","medium",328,"","",132,"X","low",118,NA,NA,"ExtraCol7_1",1,"ExtraCol10_2",2
806,7.775,"Missing","S","Missing","","",71,"","",NA,"D","",5,"Y","high",443,"X","medium",83,"Y","low",183,"Z","low",389,"ExtraCol4_4",4,NA,NA,"ExtraCol10_1",1
807,0,"A36","S","Missing","D","high",74,"","unknown",52,"A","",85,"Z","",285,"Y","medium",136,"X","high",463,"Z","medium",NA,"ExtraCol4_4",4,"ExtraCol7_3",3,"ExtraCol10_5",5
808,7.775,"Missing","S","11","D","medium",NA,"D","low",65,"C","unknown",NA,"Y","high",16,"Z","medium",194,"Z","low",20,"Y","low",228,NA,NA,"ExtraCol7_4",4,NA,NA
809,13,"Missing","S","Missing","A","low",15,"","",65,"A","",11,"Z","medium",29,"X","medium",NA,"Y","medium",62,"","medium",NA,"ExtraCol4_1",1,"ExtraCol7_4",4,"ExtraCol10_1",1
810,53.1,"E8","S","99","D","",62,"","",96,"","low",NA,"Y","low",211,"X","medium",87,"X","low",380,"X","medium",185,"ExtraCol4_4",4,"ExtraCol7_5",5,NA,NA
811,7.8875,"Missing","S","4","A","low",NA,"","",NA,"","high",97,"Z","medium",449,"Z","high",74,"X","medium",183,"Y","medium",238,NA,NA,NA,NA,"ExtraCol10_5",5
812,24.15,"Missing","S","87","","high",94,"","low",34,"B","high",97,"Z","medium",188,"Z","low",477,"X","low",289,"X","high",414,"ExtraCol4_5",5,"ExtraCol7_2",2,"ExtraCol10_5",5
813,10.5,"Missing","S","68","","unknown",77,"B","",NA,"","high",71,"Z","low",442,"X","medium",468,"Y","low",290,"Z","medium",137,"ExtraCol4_4",4,NA,NA,"ExtraCol10_4",4
814,31.275,"Missing","S","28","B","medium",95,"","unknown",55,"A","low",7,"Y","high",267,"Z","low",314,"Y","high",413,"X","low",159,"ExtraCol4_5",5,"ExtraCol7_3",3,"ExtraCol10_1",1
815,8.05,"Missing","S","Missing","","",53,"B","medium",52,"C","",50,"X","low",67,"Z","medium",341,"Y","low",310,"Y","high",68,"ExtraCol4_3",3,"ExtraCol7_3",3,"ExtraCol10_3",3
816,0,"B102","S","83","B","low",93,"","medium",79,"D","medium",94,"Y","medium",280,"","high",68,"Y","low",213,"Y","low",109,"ExtraCol4_5",5,"ExtraCol7_4",4,"ExtraCol10_5",5
