id,ExtraCol19,ExtraCol20,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time,last_activity_ts,Headline_cnn,Description_cnn,Title_sc,Speaker (Party)(or nominated by)_sc,Speaker and title_sc,Statements_sc
239,50.0,Z,low,491.0,X,high,162.0,X,high,268.0,Y,low,146.0,X,low,69.0,Y,medium,166.0,,,,,26-04-2024,10:50:00,11:31:00,26-04-2024 11:26,Amid Inflation,Beating Forecasts Covid,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
240,304.0,Y,high,319.0,X,high,290.0,,,,Z,medium,,Z,low,279.0,X,low,356.0,,,,,05-04-2024,14:09:00,16:01:00,05-04-2024 16:00,Amid Inflation,Beating Forecasts Covid,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
241,352.0,Z,low,471.0,X,medium,184.0,X,medium,389.0,Y,medium,470.0,X,medium,268.0,X,low,186.0,,,,,21-09-2024,12:31:00,14:30:00,21-09-2024 14:28,Amid Inflation,Beating Forecasts Covid,Senator,D,Senator Richard Blumenthal (D-CT),Executive Privilege Limit
242,133.0,X,low,423.0,Z,medium,181.0,,medium,367.0,X,high,166.0,X,,275.0,Y,medium,485.0,,,,,22-07-2024,15:49:00,16:46:00,22-07-2024 16:42,Amid Inflation,Beating Forecasts Covid,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
243,319.0,Y,medium,140.0,Y,medium,7.0,Z,medium,,X,,250.0,,high,170.0,X,high,88.0,,,,,05-02-2024,07:17:00,09:27:00,05-02-2024 09:19,Climate Action Opinion,Warming Caused Humans,Senator,D,Senator Mazie Hirono (HI),Executive Privilege Limit
244,284.0,X,medium,51.0,X,medium,471.0,X,medium,64.0,Z,high,104.0,,high,377.0,Y,high,134.0,,,,,24-01-2024,21:21:00,22:49:00,24-01-2024 22:41,Voice Cnn Masai,Actor Bob Odenkirk,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
245,250.0,X,medium,279.0,,medium,418.0,Y,high,434.0,Y,high,259.0,Z,low,303.0,X,low,470.0,,,,,29-09-2024,18:05:00,19:47:00,29-09-2024 19:38,Cnnpolitics Polls Underestimating,2020 Presidential Election,Senator,D,Senator Mazie Hirono (HI),Executive Privilege Limit
246,4.0,Y,high,310.0,Z,,127.0,Z,high,68.0,Y,medium,442.0,X,medium,88.0,Y,medium,119.0,,,,,30-03-2024,13:11:00,14:00:00,30-03-2024 13:57,Reunion Netflix Cnn,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Proud Judge Kavanaugh
247,153.0,X,low,385.0,Y,medium,68.0,Z,medium,214.0,Y,high,317.0,Y,medium,183.0,X,high,309.0,,,,,13-10-2024,21:35:00,23:53:00,13-10-2024 23:50,Amid Inflation,Beating Forecasts Covid,Senator,D,Senator Cory Booker (NJ),Chairman Ask Question
248,187.0,X,medium,260.0,Z,medium,417.0,Y,high,447.0,X,low,70.0,Y,low,,X,medium,145.0,,,,,03-09-2024,18:17:00,20:58:00,03-09-2024 20:56,Amid Inflation,2020 Presidential Election,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
249,416.0,Z,low,,X,low,418.0,Y,low,208.0,Y,high,370.0,X,high,58.0,Y,medium,142.0,,,,,03-08-2024,09:48:00,12:56:00,03-08-2024 12:49,Amid Inflation,Coronavirus Pandemic Late,Senator,D,Senator Cory Booker (NJ),Analyze Senator
250,413.0,X,medium,421.0,X,high,448.0,X,low,415.0,X,low,211.0,X,medium,176.0,X,high,335.0,,,,,18-12-2024,12:52:00,16:40:00,18-12-2024 16:36,Amid Inflation,Beating Forecasts Covid,Chairman,R,Senator Chuck Grassley (IA),Kavanaugh Dissents President
251,436.0,Z,low,292.0,Y,high,273.0,Z,low,244.0,Z,low,9.0,Z,high,436.0,Z,medium,397.0,,,,,19-07-2024,10:51:00,13:33:00,19-07-2024 13:24,New Covid Lockdowns,Warming Caused Humans,Senator,D,Senator Dianne Feinstein (CA),Guns Roe Wade
252,231.0,X,high,275.0,Y,low,367.0,X,,372.0,Z,medium,311.0,X,medium,220.0,X,high,,,,,,15-05-2024,07:39:00,10:35:00,15-05-2024 10:30,Amid Inflation,Coronavirus Pandemic Late,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
253,163.0,Y,high,9.0,Z,low,364.0,Z,,295.0,Z,medium,149.0,X,medium,,Y,medium,491.0,,,,,14-01-2024,06:14:00,09:13:00,14-01-2024 09:09,Amid Inflation,Beating Forecasts Covid,Senator,R,Senator Orrin Hatch (UT),Kavanaugh Dissents President
254,249.0,X,high,390.0,Z,medium,,Z,high,140.0,X,,485.0,Y,low,340.0,X,medium,44.0,,,,,19-07-2024,14:53:00,18:16:00,19-07-2024 18:12,Amid Inflation,Beating Forecasts Covid,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
255,395.0,X,low,340.0,X,high,261.0,X,high,447.0,X,high,497.0,X,medium,160.0,Z,medium,50.0,,,,,14-11-2024,10:50:00,14:04:00,14-11-2024 14:03,Amid Inflation,Beating Forecasts Covid,Senator,R,Senator Orrin Hatch (UT),Kavanaugh Dissents President
256,,Z,low,448.0,,medium,130.0,Y,high,233.0,,medium,335.0,X,high,413.0,Z,high,488.0,,,,,12-07-2024,06:46:00,08:41:00,12-07-2024 08:34,Amid Inflation,Beating Forecasts Covid,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
257,300.0,X,high,46.0,X,high,376.0,Z,high,228.0,Z,medium,315.0,X,medium,8.0,X,medium,,,,,,07-07-2024,07:10:00,08:45:00,07-07-2024 08:35,Amid Inflation,Coronavirus Pandemic Late,Senator,R,Senator Orrin Hatch (UT),Kozinski Phone Senator
258,217.0,Z,medium,73.0,Y,low,485.0,Y,medium,329.0,Z,high,152.0,,medium,236.0,X,low,157.0,,,,,09-05-2024,11:40:00,14:49:00,09-05-2024 14:39,Abortion Travel,Coronavirus Pandemic Late,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
259,348.0,Y,low,335.0,Z,medium,38.0,X,high,465.0,Z,medium,35.0,Y,low,298.0,,medium,60.0,,,,,11-12-2024,21:30:00,23:01:00,11-12-2024 22:57,Amid Inflation,Turned Movie Different,Senator,R,Senator Orrin Hatch (UT),Kavanaugh Dissents President
260,433.0,Y,medium,244.0,Z,high,37.0,X,high,435.0,Y,high,,,low,119.0,X,low,111.0,,,,,13-08-2024,21:01:00,22:02:00,13-08-2024 21:57,Scammers Cnn Epik,Actor Bob Odenkirk,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
261,333.0,Z,high,293.0,X,high,132.0,Y,high,196.0,X,high,231.0,,high,391.0,X,low,37.0,,,,,29-01-2024,20:13:00,23:38:00,29-01-2024 23:30,Bob Baffert Suspended,Said Alicia Keys,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
262,201.0,,high,217.0,Y,low,58.0,X,high,115.0,Z,medium,158.0,X,,39.0,,high,179.0,,,,,03-08-2024,12:47:00,14:50:00,03-08-2024 14:45,Reunion Netflix Cnn,Said Alicia Keys,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
263,419.0,Y,low,320.0,Z,high,4.0,Z,high,162.0,Y,high,480.0,X,medium,325.0,Y,medium,147.0,,,,,26-05-2024,06:15:00,07:32:00,26-05-2024 07:26,Reunion Netflix Cnn,Turned Movie Different,Senator,D,Senator Patrick Leahy (VT),Kavanaugh Dissents President
264,471.0,Y,,329.0,,low,489.0,Z,medium,131.0,Y,high,146.0,X,medium,316.0,Y,low,79.0,,,,,11-03-2024,21:38:00,21:53:00,11-03-2024 21:50,Voice Cnn Masai,Niger State Television,Chairman,R,Senator Chuck Grassley (IA),Executive Privilege Limit
265,398.0,Y,,94.0,Z,low,291.0,X,high,147.0,X,high,107.0,Z,high,393.0,X,high,359.0,,,,,25-11-2024,14:14:00,16:46:00,25-11-2024 16:43,Voice Cnn Masai,Turned Movie Different,Senator,D,Senator Cory Booker (NJ),Chairman Ask Question
266,438.0,Z,medium,380.0,Y,high,388.0,X,medium,215.0,Y,,,Y,,103.0,X,high,17.0,,,,,06-02-2024,08:22:00,09:21:00,06-02-2024 09:20,Reunion Netflix Cnn,Lomachenko,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
267,132.0,Y,high,246.0,X,high,283.0,X,medium,10.0,Z,medium,417.0,,medium,77.0,Y,low,237.0,,,,,12-07-2024,06:57:00,10:07:00,12-07-2024 10:06,Reunion Netflix Cnn,Turned Movie Different,Senator,D,Senator Cory Booker (NJ),Executive Privilege Limit
268,210.0,X,high,287.0,X,low,,Y,,266.0,Z,low,188.0,X,low,290.0,Z,low,152.0,,,,,23-05-2024,09:12:00,12:12:00,23-05-2024 12:11,Reunion Netflix Cnn,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
269,124.0,Z,medium,308.0,Z,high,343.0,Z,low,424.0,,medium,,X,low,485.0,Y,high,325.0,,,,,02-01-2024,09:54:00,12:01:00,02-01-2024 12:00,Reunion Netflix Cnn,Turned Movie Different,Senator,D,Senator Cory Booker (NJ),Analyze Senator
270,182.0,Y,medium,372.0,Y,high,80.0,X,high,215.0,X,,,,medium,392.0,Y,low,168.0,,,,,27-04-2024,20:32:00,23:21:00,27-04-2024 23:17,Reunion Netflix Cnn,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
271,366.0,Z,medium,150.0,Z,low,75.0,Z,low,39.0,Z,medium,260.0,Z,high,105.0,X,high,236.0,,,,,19-02-2024,16:31:00,18:33:00,19-02-2024 18:23,Reunion Netflix Cnn,Turned Movie Different,Senator,D,Senator Cory Booker (NJ),Analyze Senator
272,338.0,Y,medium,3.0,Y,low,244.0,Z,medium,194.0,X,low,434.0,Y,low,203.0,Z,medium,405.0,,,,,04-07-2024,11:08:00,13:49:00,04-07-2024 13:45,Reunion Netflix Cnn,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
273,1.0,X,low,90.0,Y,low,185.0,X,low,167.0,Y,medium,193.0,Z,medium,133.0,Z,medium,72.0,,,,,05-11-2024,07:18:00,09:51:00,05-11-2024 09:46,Reunion Netflix Cnn,Turned Movie Different,Senator,R,Senator John Cornyn (TX),Kavanaugh Dissents President
274,377.0,Z,high,482.0,Z,high,420.0,X,high,297.0,Y,medium,9.0,X,low,389.0,Z,medium,217.0,,,,,19-03-2024,14:48:00,17:52:00,19-03-2024 17:49,Basketball Legend Says,Hold Fastest Marathon,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
275,96.0,,medium,111.0,Z,medium,153.0,Z,,125.0,Y,low,187.0,Y,low,256.0,Z,low,281.0,,,,,16-03-2024,08:55:00,11:56:00,16-03-2024 11:50,Reunion Netflix Cnn,Turned Movie Different,Senator,R,Senator John Cornyn (TX),Kavanaugh Dissents President
276,92.0,X,low,124.0,X,medium,164.0,Y,low,150.0,Z,medium,1.0,Z,,218.0,Z,high,368.0,,,,,30-12-2024,13:40:00,15:59:00,30-12-2024 15:49,Reunion Netflix Cnn,Said Alicia Keys,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
277,271.0,Z,medium,429.0,Z,medium,264.0,Y,low,372.0,Z,high,211.0,X,high,2.0,X,medium,268.0,,,,,07-05-2024,09:16:00,12:09:00,07-05-2024 12:07,Reunion Netflix Cnn,Turned Movie Different,Senator,R,Senator John Cornyn (TX),Kavanaugh Dissents President
278,120.0,X,medium,117.0,X,medium,96.0,X,medium,87.0,Y,low,237.0,Y,medium,316.0,X,,,,,,,29-04-2024,13:22:00,13:42:00,29-04-2024 13:40,Reunion Netflix Cnn,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
279,481.0,Z,high,232.0,Z,medium,429.0,Y,high,466.0,,medium,365.0,X,medium,221.0,X,high,397.0,,,,,26-03-2024,17:25:00,19:25:00,26-03-2024 19:23,Reunion Netflix Cnn,Turned Movie Different,Senator,D,Senator Dick Durbin (IL),Kavanaugh Dissents President
280,73.0,Y,high,185.0,X,low,5.0,,low,148.0,Z,,34.0,Z,low,19.0,,low,394.0,,,,,14-08-2024,21:06:00,23:50:00,14-08-2024 23:48,Reunion Netflix Cnn,Said Alicia Keys,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
281,75.0,Y,medium,,,medium,423.0,Z,high,,Z,medium,240.0,Z,medium,97.0,Y,medium,,,,,,09-09-2024,14:16:00,16:24:00,09-09-2024 16:23,Reunion Netflix Cnn,Turned Movie Different,Senator,R,Senator Mike Lee (UT),Kavanaugh Dissents President
282,380.0,X,high,297.0,X,low,311.0,Y,medium,41.0,Z,medium,88.0,Y,high,363.0,X,medium,459.0,,,,,29-05-2024,16:04:00,17:21:00,29-05-2024 17:17,Reunion Netflix Cnn,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
283,143.0,X,low,257.0,Z,high,443.0,Y,medium,159.0,Y,high,233.0,Y,medium,374.0,Z,low,11.0,,,,,12-06-2024,07:12:00,08:16:00,12-06-2024 08:11,Reunion Netflix Cnn,Turned Movie Different,Senator,D,Senator Sheldon Whitehouse (RI),Kavanaugh Dissents President
284,357.0,Z,high,250.0,Z,low,146.0,X,medium,188.0,Y,high,492.0,Z,high,246.0,Y,low,249.0,,,,,24-01-2024,20:28:00,22:08:00,24-01-2024 22:04,Reunion Netflix Cnn,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
285,340.0,Y,medium,417.0,,low,450.0,Z,low,227.0,X,high,370.0,Y,low,378.0,Y,low,401.0,,,,,10-12-2024,06:12:00,07:11:00,10-12-2024 07:08,Assassination Question,Said Alicia Keys,Senator,D,Senator Sheldon Whitehouse (RI),Executive Privilege Limit
286,94.0,,medium,290.0,Y,medium,,Z,medium,45.0,Y,low,422.0,Z,medium,369.0,Z,high,51.0,,,,,11-11-2024,09:58:00,12:10:00,11-11-2024 12:02,Assassination Question,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
287,289.0,Y,,254.0,Z,medium,228.0,Z,low,123.0,Y,low,19.0,X,medium,307.0,Y,medium,409.0,,,,,03-03-2024,17:03:00,18:04:00,03-03-2024 17:57,Bob Baffert Suspended,Niger State Television,Senator,D,Senator Sheldon Whitehouse (RI),Chairman Ask Question
288,268.0,Z,low,443.0,X,medium,141.0,Z,medium,438.0,X,medium,382.0,Z,high,104.0,X,high,19.0,,,,,21-05-2024,15:04:00,16:26:00,21-05-2024 16:22,Voice Cnn Masai,Turned Movie Different,Senator,R,Senator Ted Cruz (TX),Kavanaugh Dissents President
289,47.0,X,high,46.0,Y,high,98.0,Z,low,461.0,,medium,432.0,Z,low,210.0,Z,low,,,,,,30-06-2024,13:05:00,13:55:00,30-06-2024 13:51,Reunion Netflix Cnn,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Kavanaugh Dissents President
290,382.0,Z,,416.0,Z,,75.0,Z,low,220.0,Y,low,335.0,Z,low,,Z,low,93.0,,,,,08-05-2024,18:00:00,21:25:00,08-05-2024 21:18,Voice Cnn Masai,Point Tally Nba,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
291,428.0,Z,high,98.0,Y,medium,291.0,Z,medium,59.0,,medium,391.0,,high,155.0,X,low,333.0,,,,,22-07-2024,09:51:00,11:30:00,22-07-2024 11:26,Voice Cnn Masai,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
292,473.0,Y,low,165.0,X,high,480.0,Y,,137.0,X,low,23.0,,low,330.0,Y,low,414.0,,,,,09-01-2024,06:29:00,08:10:00,09-01-2024 08:08,Smitten Aussie Tennis,Actor Bob Odenkirk,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
293,43.0,X,low,6.0,Y,medium,282.0,X,low,475.0,X,low,369.0,Y,medium,413.0,Y,medium,407.0,,,,,09-09-2024,11:14:00,14:51:00,09-09-2024 14:42,Voice Cnn Masai,Turned Movie Different,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
294,89.0,Z,high,285.0,Y,low,482.0,X,high,459.0,Y,medium,417.0,Y,low,266.0,X,low,287.0,,,,,22-07-2024,12:32:00,15:53:00,22-07-2024 15:45,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Amy Klobuchar (MN),Executive Privilege Limit
295,412.0,Z,high,415.0,Z,low,377.0,Z,low,406.0,Z,,115.0,Z,medium,253.0,X,medium,454.0,,,,,02-02-2024,11:32:00,11:48:00,02-02-2024 11:45,Mbappe Neymar Prove,Lomachenko,Chairman,R,Senator Chuck Grassley (IA),Executive Privilege Limit
296,152.0,,low,190.0,Z,low,342.0,Z,low,431.0,X,low,235.0,Y,low,93.0,Z,high,70.0,,,,,16-12-2024,18:00:00,19:18:00,16-12-2024 19:17,Making Racism,Lomachenko,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
297,312.0,Y,low,331.0,Y,low,362.0,Y,high,355.0,Z,medium,211.0,X,low,248.0,Y,low,,,,,,23-01-2024,18:18:00,21:40:00,23-01-2024 21:35,Mbappe Neymar Prove,Lomachenko,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
298,174.0,Z,medium,196.0,Z,high,464.0,Z,low,311.0,Z,high,49.0,Z,medium,20.0,Y,,66.0,,,,,10-12-2024,17:00:00,19:03:00,10-12-2024 18:54,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Amy Klobuchar (MN),Kavanaugh Dissents President
299,108.0,X,low,379.0,X,medium,429.0,X,high,386.0,X,high,64.0,Y,low,56.0,Z,high,359.0,,,,,03-01-2024,09:25:00,10:24:00,03-01-2024 10:14,Mbappe Neymar Prove,Lomachenko,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
300,312.0,X,medium,499.0,X,medium,80.0,Y,low,323.0,Y,low,150.0,Z,low,,Y,medium,445.0,,,,,14-03-2024,13:11:00,14:55:00,14-03-2024 14:46,Mbappe Neymar Prove,Lomachenko,Senator,R,Senator Ben Sasse (NE),Proud Judge Kavanaugh
301,102.0,Y,low,357.0,Y,medium,292.0,Y,,169.0,X,high,54.0,Y,medium,109.0,Z,low,465.0,,,,,29-10-2024,11:57:00,13:36:00,29-10-2024 13:32,Basketball Legend Says,Point Tally Nba,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
302,68.0,Y,low,170.0,Z,low,230.0,X,low,320.0,Y,medium,250.0,Y,medium,173.0,Y,high,260.0,,,,,03-09-2024,20:01:00,21:28:00,03-09-2024 21:19,Mbappe Neymar Prove,Lomachenko,Senator,R,Senator John Cornyn (TX),Analyze Senator
303,265.0,Y,low,412.0,Z,high,439.0,Z,high,147.0,Z,medium,27.0,,medium,,Z,,66.0,,,,,16-06-2024,11:41:00,13:53:00,16-06-2024 13:48,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
304,96.0,Y,low,18.0,Y,low,102.0,Y,low,,Y,high,,Z,high,236.0,X,,85.0,,,,,23-10-2024,15:53:00,18:18:00,23-10-2024 18:16,Mbappe Neymar Prove,Lomachenko,Senator,R,Senator Ben Sasse (NE),Chairman Ask Question
305,96.0,Z,low,493.0,X,medium,409.0,X,low,190.0,Y,medium,314.0,Z,high,349.0,Z,low,313.0,,,,,04-02-2024,07:06:00,08:41:00,04-02-2024 08:37,New Covid Lockdowns,Lomachenko,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
306,390.0,Y,medium,419.0,Z,high,239.0,Z,high,243.0,X,high,126.0,Y,high,223.0,X,high,448.0,,,,,15-07-2024,08:31:00,10:27:00,15-07-2024 10:19,Basketball Legend Says,Qualifying Winter Olympics,Senator,R,Senator Ben Sasse (NE),Chairman Ask Question
307,264.0,Y,low,326.0,Y,high,466.0,Y,medium,90.0,Y,,189.0,Y,medium,422.0,Z,low,493.0,,,,,14-06-2024,13:24:00,15:16:00,14-06-2024 15:09,Bob Baffert Suspended,Hold Fastest Marathon,Senator,D,Senator Amy Klobuchar (MN),Klobuchar Mr Chairman
308,271.0,Z,low,310.0,X,medium,,Y,,478.0,Y,low,167.0,X,high,241.0,Y,medium,360.0,,,,,07-09-2024,11:18:00,13:19:00,07-09-2024 13:10,Voice Cnn Masai,Hold Fastest Marathon,Senator,R,Senator Ben Sasse (NE),Kavanaugh Dissents President
309,71.0,X,low,126.0,Y,high,172.0,Y,low,,Z,high,,X,high,496.0,Y,medium,440.0,,,,,07-09-2024,14:20:00,16:00:00,07-09-2024 15:58,Voice Cnn Masai,Said Alicia Keys,Chairman,R,Senator Chuck Grassley (IA),Chairman Ask Question
310,80.0,Z,high,215.0,Z,low,422.0,Y,,53.0,Z,low,231.0,Z,medium,499.0,Z,medium,,,,,,06-02-2024,06:10:00,09:16:00,06-02-2024 09:06,Golf Black Professional,Hold Fastest Marathon,Senator,D,Senator Chris Coons (DE),Kavanaugh Dissents President
311,195.0,Z,low,50.0,X,,93.0,Y,medium,237.0,X,high,66.0,Y,,213.0,Y,low,98.0,,,,,07-07-2024,07:15:00,10:35:00,07-07-2024 10:27,Golf Black Professional,Point Tally Nba,Chairman,R,Senator Chuck Grassley (IA),Executive Privilege Limit
312,,Y,high,169.0,Y,medium,2.0,Z,medium,227.0,Y,medium,0.0,Y,high,382.0,Z,low,232.0,,,,,21-04-2024,11:23:00,14:17:00,21-04-2024 14:08,Golf Black Professional,Point Tally Nba,Senator,R,Senator Jeff Flake (AZ),Kavanaugh Dissents President
313,225.0,Y,low,294.0,X,low,253.0,Z,,442.0,Y,high,221.0,Y,high,226.0,Z,high,49.0,,,,,21-10-2024,08:59:00,12:13:00,21-10-2024 12:05,Golf Black Professional,Niger State Television,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
314,67.0,Y,low,181.0,Z,low,,Y,low,377.0,Y,medium,282.0,X,medium,437.0,Z,medium,336.0,,,,,10-09-2024,20:57:00,21:13:00,10-09-2024 21:08,Golf Black Professional,Point Tally Nba,Senator,R,Senator Jeff Flake (AZ),Kavanaugh Dissents President
315,449.0,X,medium,385.0,X,high,62.0,,high,439.0,,medium,384.0,X,low,383.0,X,high,164.0,,,,,20-02-2024,18:21:00,22:01:00,20-02-2024 21:55,Smitten Aussie Tennis,Said Alicia Keys,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
316,181.0,Y,high,426.0,Z,high,497.0,X,high,233.0,Z,medium,,X,medium,169.0,Z,medium,169.0,,,,,22-06-2024,11:23:00,12:39:00,22-06-2024 12:32,Winter Olympics Don,Qualifying Winter Olympics,Senator,R,Senator Jeff Flake (AZ),Kavanaugh Dissents President
317,408.0,Z,low,280.0,Z,low,19.0,Z,low,77.0,X,low,41.0,Z,low,160.0,Y,low,1.0,,,,,18-07-2024,18:07:00,22:03:00,18-07-2024 21:53,Bob Baffert Suspended,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
318,200.0,,low,170.0,Z,low,294.0,X,high,360.0,X,high,298.0,,low,440.0,X,medium,499.0,,,,,15-09-2024,16:19:00,19:20:00,15-09-2024 19:10,Smitten Aussie Tennis,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Analyze Senator
319,236.0,X,high,151.0,Y,,130.0,Z,low,109.0,X,medium,451.0,X,,,Z,high,213.0,,,,,12-12-2024,17:50:00,19:10:00,12-12-2024 19:00,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
320,56.0,Y,low,273.0,Z,low,148.0,Y,low,318.0,Z,medium,119.0,Y,low,347.0,Z,low,392.0,,,,,12-06-2024,13:05:00,15:58:00,12-06-2024 15:54,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
321,338.0,X,low,359.0,X,low,105.0,Y,high,205.0,X,medium,42.0,X,,338.0,Z,medium,259.0,,,,,10-04-2024,15:13:00,15:36:00,10-04-2024 15:35,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
322,29.0,Z,low,63.0,,high,194.0,X,low,174.0,X,high,201.0,Z,medium,82.0,Z,high,320.0,,,,,25-04-2024,16:28:00,17:01:00,25-04-2024 16:59,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
323,373.0,Y,high,223.0,X,high,333.0,Y,low,59.0,Y,medium,280.0,X,low,118.0,Y,high,233.0,,,,,06-06-2024,14:23:00,18:12:00,06-06-2024 18:02,Smitten Aussie Tennis,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
324,440.0,,high,220.0,X,high,161.0,Z,medium,,Z,low,311.0,X,,450.0,Y,medium,343.0,,,,,28-08-2024,20:09:00,23:56:00,28-08-2024 23:54,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
325,180.0,Y,high,143.0,Y,low,360.0,X,low,344.0,Z,low,56.0,Z,,139.0,X,low,99.0,,,,,26-05-2024,16:51:00,19:51:00,26-05-2024 19:42,Smitten Aussie Tennis,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
326,443.0,Y,medium,118.0,Y,high,223.0,Z,low,170.0,Z,high,328.0,Z,low,434.0,Y,medium,498.0,,,,,09-03-2024,12:03:00,13:28:00,09-03-2024 13:22,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
327,349.0,Y,low,420.0,Z,low,392.0,X,low,368.0,Z,low,171.0,Z,medium,178.0,X,medium,213.0,,,,,16-06-2024,13:59:00,14:23:00,16-06-2024 14:18,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
328,1.0,Y,low,216.0,X,high,222.0,Y,low,493.0,Z,high,15.0,Y,low,423.0,Z,high,5.0,,,,,22-01-2024,17:41:00,18:14:00,22-01-2024 18:05,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Kavanaugh Dissents President
329,101.0,Z,high,288.0,Y,medium,182.0,Y,high,360.0,Z,medium,461.0,Y,medium,288.0,Z,low,,,,,,10-03-2024,07:44:00,08:23:00,10-03-2024 08:17,Winter Olympics Don,Qualifying Winter Olympics,Senator,R,Senator John Cornyn (TX),Chairman Ask Question
330,320.0,Z,high,19.0,Z,low,253.0,Z,high,474.0,X,low,267.0,X,high,49.0,Z,medium,11.0,,,,,30-04-2024,14:11:00,14:35:00,30-04-2024 14:27,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Richard Blumenthal (D-CT),Senator Blumenthal Chair
331,350.0,X,low,141.0,X,high,343.0,X,high,235.0,Y,high,152.0,X,high,135.0,Y,low,236.0,,,,,22-08-2024,18:36:00,22:14:00,22-08-2024 22:05,Smitten Aussie Tennis,Qualifying Winter Olympics,Senator,R,Senator John Cornyn (TX),Chairman Ask Question
