id,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time
503,female,,0,0,330909,7.6292,,Q,96,,,,,high,86,C,high,65,Z,high,265,X,medium,225,Z,medium,292,Y,high,318,,medium,363,X,medium,465,,,,,22-05-2024,15:18:00,19:15:00
504,female,37,0,0,4135,9.5875,,S,86,,low,72,B,high,48,A,,81,X,low,483,X,,341,Y,medium,9,Y,medium,466,Z,low,340,X,medium,,,,,,09-12-2024,19:17:00,20:28:00
505,female,16,0,0,110152,86.5,B79,S,27,B,low,88,A,high,38,C,medium,,Y,low,124,Y,low,341,X,medium,63,Y,medium,279,Y,medium,71,X,low,39,,,,,15-03-2024,11:38:00,13:44:00
506,male,18,1,0,PC 17758,108.9,C65,C,,A,high,,C,low,15,C,unknown,85,Z,low,346,Z,high,267,Y,high,168,X,low,7,Z,medium,316,X,medium,315,,,,,18-06-2024,06:12:00,08:30:00
507,female,33,0,2,26360,26,,S,,,medium,,,,32,,medium,,Y,medium,396,Z,high,291,Z,medium,352,Y,medium,346,X,high,192,Y,medium,40,,,,,13-10-2024,06:37:00,08:52:00
508,male,,0,0,111427,26.55,,S,,,high,51,B,,97,A,,,X,high,240,Z,medium,13,X,low,48,Z,low,270,Z,low,254,Z,medium,380,,,,,21-06-2024,13:47:00,15:08:00
509,male,28,0,0,C 4001,22.525,,S,26,A,medium,,,unknown,,,high,95,Z,high,432,Y,,490,Y,high,142,Z,high,388,Z,high,,X,high,421,,,,,12-11-2024,16:22:00,19:56:00
510,male,26,0,0,1601,56.4958,,S,23,C,high,,C,unknown,,,unknown,56,Z,low,214,Z,medium,38,Z,medium,,X,low,188,Y,high,161,Z,medium,,,,,,11-10-2024,10:21:00,12:39:00
511,male,29,0,0,382651,7.75,,Q,99,A,,,B,high,,D,high,27,X,medium,418,X,high,488,Z,medium,154,Y,low,214,X,low,458,,medium,118,,,,,27-03-2024,17:56:00,19:29:00
512,male,,0,0,SOTON/OQ 3101316,8.05,,S,74,C,,70,,high,,A,unknown,60,Y,high,322,Y,low,486,Y,high,,X,,329,,high,208,Z,high,471,,,,,07-02-2024,15:38:00,16:00:00
513,male,36,0,0,PC 17473,26.2875,E25,S,84,,medium,51,B,,66,C,medium,62,Y,low,25,X,high,358,,medium,320,,medium,353,X,high,256,Y,high,44,,,,,17-05-2024,07:30:00,10:34:00
514,female,54,1,0,PC 17603,59.4,,C,81,,high,,,unknown,37,D,medium,,Y,high,411,X,high,373,Z,high,33,Y,medium,110,X,low,14,Z,,53,,,,,11-09-2024,10:34:00,12:57:00
515,male,24,0,0,349209,7.4958,,S,95,B,high,42,B,medium,84,C,medium,20,Z,low,348,Y,high,14,Y,high,469,Z,high,293,Z,low,61,Z,medium,152,,,,,04-04-2024,08:37:00,09:13:00
516,male,47,0,0,36967,34.0208,D46,S,10,,high,49,D,medium,42,B,low,,Z,low,111,Z,high,474,Z,medium,122,Y,low,480,Y,high,140,Z,low,270,,,,,07-06-2024,19:13:00,21:36:00
517,female,34,0,0,C.A. 34260,10.5,F33,S,,,,,C,high,85,A,,54,X,low,351,X,high,,Z,high,495,X,high,32,Y,medium,489,Y,low,355,,,,,28-05-2024,14:04:00,17:39:00
518,male,,0,0,371110,24.15,,Q,,A,low,55,C,,74,B,medium,14,Z,high,255,Z,,169,X,low,364,Y,low,165,Z,low,129,X,low,145,,,,,20-03-2024,06:06:00,08:12:00
519,female,36,1,0,226875,26,,S,47,C,,79,,,77,A,unknown,77,Z,high,471,Y,low,334,X,high,178,Y,medium,266,Z,medium,197,Y,high,457,,,,,16-03-2024,12:20:00,16:18:00
520,male,32,0,0,349242,7.8958,,S,59,C,high,2,C,high,92,A,unknown,,X,high,152,Z,low,267,Z,high,151,Z,low,462,Z,medium,427,Z,high,408,,,,,14-08-2024,19:20:00,19:44:00
521,female,30,0,0,12749,93.5,B73,S,35,A,high,75,A,high,79,B,,93,X,high,131,X,medium,180,X,low,473,Z,low,484,X,high,159,Y,medium,115,,,,,13-08-2024,20:51:00,21:24:00
522,male,22,0,0,349252,7.8958,,S,,C,,50,,medium,,,medium,67,Y,high,29,Z,,160,Z,low,498,Z,low,294,X,low,406,X,high,31,,,,,25-06-2024,07:55:00,10:20:00
523,male,,0,0,2624,7.225,,C,19,A,,,B,high,52,A,high,33,Z,medium,393,X,low,59,,low,306,Z,low,273,Z,,59,Y,high,350,,,,,11-03-2024,14:25:00,16:19:00
524,female,44,0,1,111361,57.9792,B18,C,,A,high,47,C,,,,unknown,37,Z,high,492,Y,medium,454,Z,low,23,Y,medium,,X,,66,X,medium,87,,,,,08-05-2024,08:52:00,09:53:00
525,male,,0,0,2700,7.2292,,C,,D,,47,C,medium,6,,low,69,Y,low,344,Z,low,332,Y,high,,Y,high,222,X,high,6,Z,low,140,,,,,23-07-2024,16:40:00,19:47:00
526,male,40.5,0,0,367232,7.75,,Q,,D,,12,B,,59,,unknown,8,X,medium,184,Z,medium,143,X,low,238,Y,high,,Y,high,62,Z,medium,386,,,,,25-11-2024,15:08:00,16:35:00
527,female,50,0,0,W./C. 14258,10.5,,S,,B,high,,B,,,,unknown,71,X,high,439,X,,361,X,low,,Y,high,272,Y,high,,Y,high,94,,,,,30-11-2024,09:40:00,13:36:00
528,male,,0,0,PC 17483,221.7792,C95,S,14,D,medium,70,C,unknown,,D,unknown,55,Z,high,126,X,high,346,Y,medium,400,,medium,276,X,,45,X,medium,177,,,,,26-08-2024,14:58:00,16:13:00
529,male,39,0,0,3101296,7.925,,S,91,D,high,,,high,10,C,low,22,Y,medium,346,Y,high,69,Y,medium,16,Z,low,421,Z,high,306,X,medium,463,,,,,07-11-2024,06:06:00,09:24:00
530,male,23,2,1,29104,11.5,,S,92,,,9,A,unknown,50,A,unknown,89,Y,low,298,Y,medium,87,X,medium,185,Y,low,,Y,low,299,X,medium,,,,,,06-07-2024,07:19:00,07:45:00
531,female,2,1,1,26360,26,,S,59,A,unknown,21,B,,57,A,high,62,Z,high,426,X,high,115,Z,medium,37,Y,low,478,Y,medium,117,Y,,310,,,,,13-03-2024,16:21:00,17:06:00
532,male,,0,0,2641,7.2292,,C,16,,,87,,unknown,10,C,high,16,X,low,485,X,low,52,,high,218,Z,medium,352,Y,medium,18,X,medium,499,,,,,14-12-2024,08:16:00,11:06:00
533,male,17,1,1,2690,7.2292,,C,15,C,,,D,high,63,,low,65,X,high,179,X,low,411,Z,,402,,high,293,Z,high,80,Z,low,385,,,,,22-01-2024,11:19:00,13:31:00
534,female,,0,2,2668,22.3583,,C,,,low,50,,unknown,16,,medium,41,Z,high,47,X,high,,X,medium,64,Y,medium,289,Y,medium,71,Z,,229,,,,,31-08-2024,16:09:00,18:10:00
535,female,30,0,0,315084,8.6625,,S,57,,,,D,unknown,14,D,medium,76,X,high,78,Y,high,405,X,low,68,Y,medium,288,Z,low,264,Y,medium,332,,,,,22-07-2024,10:55:00,14:08:00
536,female,7,0,2,F.C.C. 13529,26.25,,S,15,B,unknown,,C,unknown,40,D,unknown,49,Z,low,369,X,,264,Y,high,478,Z,medium,,X,low,465,Z,high,266,,,,,06-01-2024,18:23:00,18:51:00
537,male,45,0,0,113050,26.55,B38,S,45,A,,85,B,,,C,,99,Z,low,181,Z,low,58,Y,low,88,X,high,,Z,medium,217,Y,low,181,,,,,14-11-2024,14:21:00,15:55:00
538,female,30,0,0,PC 17761,106.425,,C,11,D,,89,,high,91,C,,92,X,medium,69,Z,low,422,Y,medium,,X,high,369,Z,high,316,X,high,487,,,,,20-10-2024,11:42:00,13:52:00
539,male,,0,0,364498,14.5,,S,,,low,28,D,unknown,,D,,4,Y,medium,407,X,low,86,X,high,292,X,medium,126,X,high,151,Z,high,296,,,,,19-10-2024,14:15:00,14:42:00
540,female,22,0,2,13568,49.5,B39,C,2,,unknown,58,A,medium,,A,low,,Z,medium,324,Z,medium,499,X,medium,138,Z,high,326,Z,high,45,Y,high,373,,,,,28-09-2024,16:19:00,18:00:00
541,female,36,0,2,WE/P 5735,71,B22,S,70,D,,,A,low,73,C,unknown,,Y,low,65,Y,low,7,X,medium,478,X,medium,263,X,low,109,Z,low,204,,,,,04-02-2024,18:36:00,21:23:00
542,female,9,4,2,347082,31.275,,S,,,,,B,unknown,,,unknown,,X,medium,356,X,high,311,,low,81,Z,low,183,Y,medium,239,Z,low,98,,,,,20-08-2024,20:23:00,22:51:00
543,female,11,4,2,347082,31.275,,S,19,,high,0,A,high,98,A,medium,14,X,high,318,X,medium,156,Z,high,283,Z,,401,Z,medium,429,Z,medium,61,,,,,12-10-2024,12:50:00,13:37:00
544,male,32,1,0,2908,26,,S,17,A,medium,97,D,,74,A,high,53,X,high,492,Y,high,,Y,low,460,Z,high,159,X,high,124,,low,402,,,,,19-07-2024,21:58:00,01:26:00
545,male,50,1,0,PC 17761,106.425,C86,C,83,,high,35,D,high,,B,unknown,15,X,medium,493,Z,medium,419,Z,high,366,X,,,Y,low,491,,medium,260,,,,,14-02-2024,11:26:00,13:49:00
546,male,64,0,0,693,26,,S,5,,,,C,low,94,B,high,,X,low,487,X,high,393,X,medium,14,Y,high,125,Z,high,319,X,high,257,,,,,25-06-2024,08:06:00,08:35:00
547,female,19,1,0,2908,26,,S,42,B,low,61,,medium,10,D,high,45,X,low,447,X,low,140,X,medium,93,,low,,Y,low,177,X,medium,60,,,,,02-02-2024,17:11:00,19:30:00
548,male,,0,0,SC/PARIS 2146,13.8625,,C,,C,,78,A,medium,45,B,low,99,Z,low,,,medium,31,X,high,62,X,medium,287,X,medium,311,X,high,,,,,,06-07-2024,06:34:00,09:47:00
549,male,33,1,1,363291,20.525,,S,51,B,,,C,,,C,,87,Y,,335,Z,low,141,X,high,457,X,low,487,X,high,349,X,high,131,,,,,26-06-2024,14:15:00,15:35:00
550,male,8,1,1,C.A. 33112,36.75,,S,68,D,unknown,,B,unknown,0,,,,X,high,,X,high,404,X,low,100,Z,high,149,Y,high,342,Y,high,299,,,,,06-12-2024,21:05:00,00:39:00
551,male,17,0,2,17421,110.8833,C70,C,80,D,low,89,B,high,45,D,high,,X,medium,396,Z,medium,257,Y,medium,27,Y,low,57,X,medium,432,Z,high,175,,,,,07-03-2024,11:00:00,13:36:00
552,male,27,0,0,244358,26,,S,,,unknown,93,B,low,68,C,unknown,,X,high,482,Y,,379,Z,medium,191,Y,low,60,X,medium,330,X,low,113,,,,,22-04-2024,16:52:00,20:36:00
553,male,,0,0,330979,7.8292,,Q,82,D,high,15,,medium,79,D,,66,X,low,58,X,high,247,Y,low,141,Z,,245,Z,high,13,Y,low,81,,,,,19-01-2024,13:40:00,14:26:00
554,male,22,0,0,2620,7.225,,C,,C,,90,C,low,41,C,high,13,Z,high,68,Z,high,264,Z,medium,,Y,medium,391,Y,medium,188,Z,high,407,,,,,30-07-2024,16:48:00,19:32:00
555,female,22,0,0,347085,7.775,,S,,B,unknown,90,A,unknown,86,A,,,X,low,249,X,low,32,X,low,226,Z,high,356,Y,medium,454,Y,high,,,,,,08-08-2024,19:08:00,22:54:00
556,male,62,0,0,113807,26.55,,S,50,C,low,,C,medium,67,C,,99,Y,low,146,Y,high,11,Z,medium,450,X,,104,X,low,103,X,high,1,,,,,16-01-2024,19:40:00,22:01:00
557,female,48,1,0,11755,39.6,A16,C,,D,low,21,D,,4,B,low,,Y,high,265,Y,high,,X,low,,X,low,417,Z,high,249,Y,,153,,,,,26-07-2024,07:57:00,10:07:00
558,male,,0,0,PC 17757,227.525,,C,,,unknown,,A,medium,27,B,high,1,X,high,155,Z,medium,101,X,low,490,X,medium,82,Y,high,250,Z,low,444,,,,,23-07-2024,12:21:00,15:29:00
559,female,39,1,1,110413,79.65,E67,S,79,,low,99,D,low,93,C,medium,,X,medium,391,Z,medium,180,Y,high,331,Y,medium,279,,medium,278,Z,medium,,,,,,17-01-2024,06:33:00,08:01:00
560,female,36,1,0,345572,17.4,,S,85,,,,C,unknown,0,B,unknown,,X,medium,449,Z,high,184,Y,,191,Z,high,424,,low,434,Z,medium,409,,,,,21-02-2024,18:20:00,18:39:00
561,male,,0,0,372622,7.75,,Q,53,A,,,B,high,10,A,unknown,,X,high,141,,medium,316,X,low,339,Y,high,403,,,269,Y,,102,,,,,13-04-2024,15:11:00,16:19:00
562,male,40,0,0,349251,7.8958,,S,4,,unknown,19,C,medium,34,,unknown,63,Z,high,386,X,medium,470,X,,174,X,low,351,,low,0,Y,medium,485,,,,,12-02-2024,09:23:00,10:15:00
563,male,28,0,0,218629,13.5,,S,49,C,,8,,,99,C,unknown,35,Z,low,53,X,low,378,Z,low,105,,low,165,Y,low,121,Z,medium,58,,,,,22-03-2024,19:01:00,19:48:00
564,male,,0,0,SOTON/OQ 392082,8.05,,S,18,,high,25,D,high,,,medium,35,Y,low,398,Y,high,319,Z,high,117,Y,medium,383,,medium,315,Z,low,17,,,,,16-03-2024,16:34:00,19:24:00
565,female,,0,0,SOTON/O.Q. 392087,8.05,,S,88,D,low,6,A,low,,,,,Z,low,,Y,high,417,Z,high,,,medium,193,Z,medium,391,X,high,238,,,,,24-02-2024,12:52:00,14:34:00
566,male,24,2,0,A/4 48871,24.15,,S,23,D,,19,A,,39,C,high,85,Z,medium,355,X,low,255,X,high,324,X,high,175,Z,medium,323,X,medium,218,,,,,15-06-2024,20:49:00,23:09:00
567,male,19,0,0,349205,7.8958,,S,22,,,7,C,,93,C,,49,Z,low,,X,medium,72,Y,,,X,high,266,X,high,366,Y,high,145,,,,,05-07-2024,06:06:00,09:25:00
568,female,29,0,4,349909,21.075,,S,24,,low,76,B,low,21,D,medium,31,X,medium,53,Y,low,,Z,low,99,Y,low,308,X,low,120,X,low,84,,,,,31-10-2024,20:04:00,20:42:00
569,male,,0,0,2686,7.2292,,C,64,,high,58,A,high,57,B,high,,Z,low,421,Z,medium,488,Y,medium,0,Z,medium,,X,high,47,Y,high,160,,,,,16-01-2024,14:59:00,18:01:00
570,male,32,0,0,350417,7.8542,,S,,D,low,51,B,unknown,46,,,1,,medium,54,Z,low,389,X,low,32,Z,medium,,Y,low,474,Y,medium,186,,,,,29-01-2024,17:41:00,19:30:00
571,male,62,0,0,S.W./PP 752,10.5,,S,94,,medium,80,C,,,,unknown,48,Y,high,240,Z,high,174,Z,low,452,,medium,433,Y,medium,281,Z,high,300,,,,,21-05-2024,07:01:00,07:40:00
572,female,53,2,0,11769,51.4792,C101,S,41,C,,41,,high,75,,low,55,Z,low,87,Y,,161,Z,medium,11,Z,low,141,Y,high,369,Z,low,179,,,,,16-01-2024,18:16:00,21:02:00
573,male,36,0,0,PC 17474,26.3875,E25,S,,D,high,40,D,,83,,medium,67,Y,low,423,Z,high,459,X,,310,Y,high,120,X,high,478,X,low,122,,,,,20-07-2024,07:36:00,10:24:00
574,female,,0,0,14312,7.75,,Q,4,D,,20,B,unknown,11,D,,80,X,,287,Y,high,47,Z,low,163,Y,low,34,Z,medium,91,Z,low,298,,,,,03-01-2024,10:42:00,14:07:00
575,male,16,0,0,A/4. 20589,8.05,,S,0,A,low,,A,high,,D,,36,X,low,253,Y,high,,Z,low,69,Z,high,203,Y,low,435,Z,medium,291,,,,,30-12-2024,07:46:00,08:28:00
576,male,19,0,0,358585,14.5,,S,37,A,unknown,,,high,,D,high,,X,,158,X,low,338,Y,high,149,X,high,85,Y,medium,183,Y,medium,218,,,,,24-02-2024,18:36:00,21:43:00
577,female,34,0,0,243880,13,,S,92,B,high,58,D,unknown,,,low,,X,high,391,Y,high,403,X,low,46,Y,high,465,Y,medium,312,X,low,55,,,,,03-05-2024,06:47:00,10:06:00
578,female,39,1,0,13507,55.9,E44,S,52,,,,A,unknown,66,D,medium,76,Y,medium,105,X,high,164,Z,medium,156,X,low,448,Z,high,193,Z,low,482,,,,,24-06-2024,17:43:00,18:35:00
579,female,,1,0,2689,14.4583,,C,89,C,,53,B,,63,,unknown,,,low,360,Y,low,324,Z,low,408,Y,medium,414,X,medium,99,X,high,259,,,,,12-08-2024,06:08:00,07:42:00
580,male,32,0,0,STON/O 2. 3101286,7.925,,S,10,,,29,,high,37,D,medium,3,Y,medium,484,Z,low,162,,high,310,X,low,140,Z,,439,X,high,138,,,,,20-10-2024,20:21:00,21:42:00
581,female,25,1,1,237789,30,,S,9,B,high,,C,low,,B,medium,,Y,high,133,Y,high,8,X,medium,405,X,medium,345,,,173,Y,low,362,,,,,07-04-2024,17:19:00,20:14:00
582,female,39,1,1,17421,110.8833,C68,C,83,A,high,82,B,unknown,,,low,,X,low,343,X,medium,227,X,low,,Y,high,245,Y,low,12,X,high,209,,,,,29-12-2024,16:05:00,18:26:00
583,male,54,0,0,28403,26,,S,10,A,,,,unknown,82,B,,,Y,high,154,Z,low,489,Z,low,463,X,medium,136,X,high,75,Y,high,82,,,,,30-03-2024,08:49:00,09:26:00
584,male,36,0,0,13049,40.125,A10,C,5,A,medium,25,,medium,89,A,low,50,Z,high,464,Z,medium,121,Y,high,54,Z,low,267,Z,medium,480,X,high,350,,,,,28-07-2024,08:46:00,11:11:00
585,male,,0,0,3411,8.7125,,C,40,,unknown,71,,high,29,C,medium,46,X,low,449,Y,high,81,X,high,79,X,low,82,Z,medium,410,X,low,,,,,,18-04-2024,17:48:00,20:54:00
586,female,18,0,2,110413,79.65,E68,S,92,C,,,A,,,A,high,37,,medium,156,X,medium,460,Y,high,,X,low,480,Y,low,332,Z,medium,138,,,,,09-09-2024,07:37:00,10:11:00
587,male,47,0,0,237565,15,,S,68,B,,,,,32,A,,41,Z,low,,X,medium,,Z,low,261,Y,medium,81,Z,medium,389,X,low,331,,,,,27-08-2024,09:09:00,11:25:00
588,male,60,1,1,13567,79.2,B41,C,9,B,medium,31,C,,3,,,1,Y,medium,41,X,medium,423,,high,391,Y,medium,150,Z,medium,324,Y,low,361,,,,,07-04-2024,11:55:00,13:26:00
589,male,22,0,0,14973,8.05,,S,83,B,unknown,35,A,unknown,16,,medium,10,,high,348,Z,low,488,Y,medium,60,Y,high,110,Z,low,455,Z,high,495,,,,,01-06-2024,12:56:00,15:29:00
590,male,,0,0,A./5. 3235,8.05,,S,84,C,medium,,B,unknown,30,A,low,75,X,high,459,X,low,495,X,high,55,Z,low,260,X,high,,Y,high,354,,,,,26-05-2024,21:00:00,00:32:00
591,male,35,0,0,STON/O 2. 3101273,7.125,,S,80,D,low,1,A,low,98,D,medium,36,Z,low,72,Y,medium,,X,medium,397,Y,,336,Z,high,31,X,,115,,,,,26-05-2024,15:03:00,18:49:00
592,female,52,1,0,36947,78.2667,D20,C,90,,high,,D,unknown,20,D,,,Y,medium,408,Z,low,482,Y,medium,274,Y,,479,X,low,347,Z,medium,356,,,,,04-04-2024,06:54:00,07:29:00
593,male,47,0,0,A/5 3902,7.25,,S,23,C,unknown,12,,,50,D,medium,39,,low,377,Z,high,,Z,medium,,Z,high,194,Y,low,482,Z,low,,,,,,30-05-2024,08:09:00,09:40:00
594,female,,0,2,364848,7.75,,Q,,,low,,D,low,,B,medium,99,Y,low,235,X,medium,157,Z,low,111,Y,low,100,X,medium,290,X,high,337,,,,,20-07-2024,15:16:00,18:05:00
595,male,37,1,0,SC/AH 29037,26,,S,,C,medium,55,,,35,A,medium,,Z,high,111,Z,medium,229,X,high,347,X,,10,X,high,483,Z,medium,373,,,,,08-08-2024,14:45:00,15:15:00
596,male,36,1,1,345773,24.15,,S,80,A,medium,,,high,91,,,18,,,326,Z,medium,190,X,medium,401,Y,medium,298,Z,low,200,X,low,408,,,,,30-09-2024,06:53:00,08:59:00
597,female,,0,0,248727,33,,S,57,,low,34,B,unknown,9,C,high,58,,medium,297,Y,high,254,Y,low,15,Z,,489,Y,high,337,Z,high,284,,,,,18-07-2024,20:14:00,22:36:00
598,male,49,0,0,LINE,0,,S,77,A,high,77,,low,87,A,high,,Y,high,405,X,medium,,X,,26,X,medium,31,Z,medium,254,X,low,497,,,,,12-02-2024,15:45:00,18:43:00
599,male,,0,0,2664,7.225,,C,,B,medium,,,,74,D,unknown,14,Z,high,282,Z,low,120,X,low,388,Z,low,498,X,medium,440,X,low,322,,,,,26-07-2024,21:28:00,21:53:00
600,male,49,1,0,PC 17485,56.9292,A20,C,64,,low,1,A,,,B,high,,Z,low,24,Y,medium,7,Y,high,441,Y,,131,Z,low,323,X,high,27,,,,,15-07-2024,17:51:00,19:34:00
601,female,24,2,1,243847,27,,S,,,medium,,D,medium,76,,high,,Y,low,101,Y,low,301,Z,low,114,X,high,454,Z,medium,219,Z,medium,86,,,,,26-06-2024,20:46:00,23:03:00
602,male,,0,0,349214,7.8958,,S,77,,unknown,2,,,42,A,high,73,X,medium,190,Y,medium,,Y,,352,,low,34,,high,122,Y,high,248,,,,,09-03-2024,13:14:00,14:43:00
603,male,,0,0,113796,42.4,,S,73,,unknown,52,D,unknown,97,B,high,56,Z,high,245,X,medium,430,Z,medium,421,Y,low,445,,low,156,Y,low,217,,,,,26-11-2024,09:07:00,11:46:00
604,male,44,0,0,364511,8.05,,S,,A,high,87,A,unknown,3,,low,65,Y,low,174,Y,medium,5,X,high,56,Z,medium,165,X,medium,37,X,,406,,,,,17-09-2024,10:10:00,11:01:00
605,male,35,0,0,111426,26.55,,C,82,A,medium,,D,medium,2,,medium,26,Y,medium,439,X,medium,299,Y,low,92,X,high,137,Y,low,77,X,medium,336,,,,,02-06-2024,09:36:00,10:49:00
606,male,36,1,0,349910,15.55,,S,,,unknown,,,,,C,,28,Z,high,140,X,medium,265,Y,low,65,X,medium,103,Y,low,254,Z,low,0,,,,,23-05-2024,15:52:00,16:08:00
607,male,30,0,0,349246,7.8958,,S,,C,low,,B,high,93,D,low,63,Y,high,340,Y,high,212,Z,low,395,X,low,66,Y,low,15,Z,low,227,,,,,30-12-2024,19:33:00,20:48:00
608,male,27,0,0,113804,30.5,,S,,,high,78,A,low,6,C,unknown,35,Y,medium,180,X,high,334,,low,385,Y,low,399,X,high,235,Z,low,272,,,,,12-05-2024,14:47:00,15:22:00
609,female,22,1,2,SC/Paris 2123,41.5792,,C,,D,,,,high,77,,,,X,high,496,Z,high,213,Z,medium,67,Z,low,34,Y,high,20,,,,,,,,29-02-2024,09:03:00,12:17:00
610,female,40,0,0,PC 17582,153.4625,C125,S,85,D,high,28,,unknown,93,C,,15,Z,high,458,Z,low,457,Z,,87,Z,high,231,Y,low,80,Z,medium,,,,,,14-06-2024,09:19:00,09:37:00
611,female,39,1,5,347082,31.275,,S,83,A,low,0,,,,,low,30,Y,high,392,Y,medium,453,Z,high,331,Y,low,474,Y,high,345,Y,,90,,,,,21-05-2024,16:15:00,17:47:00
612,male,,0,0,SOTON/O.Q. 3101305,7.05,,S,,,high,44,B,low,86,,unknown,10,Z,high,382,Y,low,,Y,medium,448,,high,202,X,medium,14,X,,95,,,,,02-06-2024,12:47:00,15:05:00
613,female,,1,0,367230,15.5,,Q,78,B,high,61,,low,75,D,low,8,X,high,321,X,medium,229,,,389,Y,low,413,Y,high,168,X,high,157,,,,,22-11-2024,19:08:00,21:09:00
614,male,,0,0,370377,7.75,,Q,38,A,unknown,,C,high,,C,,,Z,low,293,X,high,298,Y,low,83,X,,346,Z,medium,95,Y,high,200,,,,,26-05-2024,08:03:00,09:27:00
615,male,35,0,0,364512,8.05,,S,68,,low,93,A,low,85,B,low,48,Y,low,281,Z,medium,450,Y,low,193,Y,high,397,Y,high,27,Y,,54,,,,,02-04-2024,09:40:00,13:37:00
616,female,24,1,2,220845,65,,S,63,,,,,unknown,69,B,unknown,14,X,medium,13,Y,high,150,X,high,33,Z,high,473,X,low,104,X,low,394,,,,,28-10-2024,15:23:00,17:29:00
617,male,34,1,1,347080,14.4,,S,,,unknown,78,B,low,1,,low,9,X,high,,Z,high,,X,medium,122,Y,low,48,Z,low,56,Y,high,33,,,,,22-05-2024,09:01:00,12:35:00
618,female,26,1,0,A/5. 3336,16.1,,S,26,B,,2,,low,,,unknown,87,X,high,,X,high,295,Z,medium,,X,low,,X,,40,X,low,33,,,,,05-06-2024,11:29:00,12:36:00
619,female,4,2,1,230136,39,F4,S,6,B,high,85,,medium,,A,high,51,X,high,263,X,high,31,Y,medium,172,X,low,160,Z,high,332,Z,medium,63,,,,,02-07-2024,14:27:00,18:24:00
620,male,26,0,0,31028,10.5,,S,13,A,low,75,A,unknown,,,low,71,Y,low,435,Y,high,374,Z,medium,303,Z,medium,33,X,low,62,Y,low,67,,,,,06-09-2024,11:13:00,14:59:00
621,male,27,1,0,2659,14.4542,,C,43,B,high,,C,,,,,72,Z,high,201,Z,high,101,X,high,148,,high,53,X,low,469,Y,low,282,,,,,20-09-2024,20:42:00,21:06:00
622,male,42,1,0,11753,52.5542,D19,S,47,A,,58,D,medium,,B,unknown,10,Z,,56,Y,low,257,Z,low,281,X,high,54,Y,high,243,Y,medium,409,,,,,05-03-2024,13:07:00,16:28:00
623,male,20,1,1,2653,15.7417,,C,,D,,,D,high,29,,low,,Z,low,417,Z,low,475,Z,medium,316,Y,high,474,Z,medium,203,,low,471,,,,,22-05-2024,21:03:00,00:53:00
624,male,21,0,0,350029,7.8542,,S,41,,low,90,,,19,D,unknown,,Y,high,254,X,medium,389,Y,low,97,Z,low,428,Y,high,437,,high,,,,,,10-11-2024,07:09:00,07:45:00
625,male,21,0,0,54636,16.1,,S,60,D,high,55,A,unknown,8,D,,44,Y,high,470,Z,high,349,Y,low,22,X,medium,294,X,medium,388,Y,medium,342,,,,,02-01-2024,06:26:00,08:26:00
626,male,61,0,0,36963,32.3208,D50,S,23,,,,,low,63,,,86,X,medium,106,Y,medium,34,Z,high,169,X,high,422,Z,low,,Z,high,295,,,,,25-10-2024,19:23:00,20:31:00
627,male,57,0,0,219533,12.35,,Q,33,D,medium,61,D,unknown,95,D,medium,,X,low,239,X,low,429,Y,high,20,Y,high,171,X,medium,486,Y,low,154,,,,,18-02-2024,08:48:00,09:37:00
628,female,21,0,0,13502,77.9583,D9,S,36,C,,68,C,unknown,,D,,,Y,low,333,Y,high,167,Z,,79,Y,low,237,,low,265,X,high,208,,,,,02-02-2024,07:32:00,09:28:00
629,male,26,0,0,349224,7.8958,,S,50,B,unknown,,C,,,D,medium,10,Z,high,68,Z,high,25,X,low,143,Y,low,,X,medium,354,Y,low,436,,,,,21-08-2024,07:39:00,08:39:00
630,male,,0,0,334912,7.7333,,Q,36,C,high,81,B,,,,unknown,61,X,low,498,Z,medium,479,X,low,169,Z,low,73,Z,high,484,Z,medium,52,,,,,01-12-2024,14:44:00,16:13:00
631,male,80,0,0,27042,30,A23,S,73,B,,20,C,medium,17,B,,88,X,medium,304,X,high,95,X,medium,138,Z,high,73,Y,low,361,Z,medium,412,,,,,21-06-2024,20:44:00,00:16:00
632,male,51,0,0,347743,7.0542,,S,32,A,,89,A,unknown,21,,,57,X,low,85,Z,high,161,,,26,Y,medium,263,,low,295,X,high,,,,,,12-04-2024,20:37:00,22:46:00
633,male,32,0,0,13214,30.5,B50,C,43,B,low,55,,unknown,28,D,unknown,80,X,low,370,X,high,71,Z,high,88,,high,126,Y,high,307,Z,,28,,,,,21-12-2024,16:29:00,18:23:00
634,male,,0,0,112052,0,,S,37,,high,32,,high,68,,medium,53,X,high,439,Y,low,310,Z,high,441,X,high,334,X,low,327,Z,low,120,,,,,26-02-2024,16:09:00,19:01:00
